LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),,,(micron),(micron),(micron),(micron),(radians),,(micron^2),(micron),,,
ID2039,2039,1,-1.0,1041.4664112235855,470.25502323515565,0.0,69154.00360107422,165,5.0,0,,83.33333333333333,30.0,0.0,255.0,10750.0,96.91534106287477,0.7897943640517897,0.7588695296760746,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2043,2043,1,-1.0,837.0677520787896,548.6999140420774,0.0,342417.09661865234,817,5.0,0,,60.06201550387597,60.0,0.0,165.0,7748.0,42.78046281927076,0.45476771639388136,0.8777693070933386,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID3052,3052,1,-1.0,1145.5967114174484,469.80717636902864,0.0,0.0,0,5.0,1,,56.23255813953488,54.0,0.0,140.0,7254.0,31.94318971527494,0.3707059338790518,0.9521925971997739,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2046,2046,1,-1.0,858.0600468017686,610.5719405940157,0.0,342417.09661865234,817,5.0,0,,66.18604651162791,66.0,0.0,157.0,8538.0,40.64014476203387,0.4747688989494937,1.048574955884506,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2081,2081,3,-1.0,723.2674175279031,489.0376027241369,0.0,93881.798828125,224,5.0,0,,45.55813953488372,25.0,0.0,246.0,5877.0,51.89350678564351,0.7454638518100754,0.7498919407075596,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2083,2083,3,-1.0,725.477132761901,476.884168937149,0.0,93881.798828125,224,5.0,0,,45.64341085271318,25.0,0.0,247.0,5888.0,53.512381518441074,0.614865685468209,0.6495276713271088,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2070,2070,3,-1.0,577.4262120840488,352.03525821627363,0.0,0.0,0,5.0,0,,39.945736434108525,38.0,0.0,112.0,5153.0,22.70163474204535,0.626148936304142,1.3550665467644234,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2086,2086,3,-1.0,890.1009176947367,511.13475506411487,0.0,342417.09661865234,817,5.0,0,,43.34108527131783,39.0,0.0,110.0,5591.0,21.35653300369666,0.18568837310038627,0.6356428649799836,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2079,2079,3,-1.0,725.477132761901,481.30359940514467,0.0,93462.68365478516,223,5.0,0,,78.0,75.0,0.0,255.0,10062.0,49.68761792438836,0.8393226716839135,1.4326742393063159,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2112,2112,4,-1.0,784.0345864628424,806.1317388028205,0.0,66639.31256103516,159,5.0,0,,54.35658914728682,24.0,0.0,255.0,7012.0,64.27769325959973,0.6229018633586251,0.6491563073029059,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2145,2145,4,-1.0,835.9628944617907,153.16088715647214,0.0,342417.09661865234,817,5.0,0,,33.96124031007752,27.0,0.0,112.0,4381.0,28.138442093506388,0.37332045541799935,0.6561806024366426,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2147,2147,4,-1.0,826.0191759088007,201.77462230442362,0.0,342417.09661865234,817,5.0,0,,28.46511627906977,27.0,0.0,92.0,3672.0,22.704296988547917,0.45460292074850306,0.7836509515189426,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2118,2118,4,-1.0,606.15251012602,913.3029276517135,0.0,176028.37280273438,420,5.0,0,,88.71317829457364,54.0,0.0,255.0,11444.0,85.83616241480495,0.8457799272359461,0.9471642483168344,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2150,2150,4,-1.0,930.9806495236958,423.851003321202,0.0,279968.9357910156,668,5.0,0,,64.25581395348837,46.0,0.0,220.0,8289.0,56.77742716489641,0.6802886073369729,0.9163809056122465,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2120,2120,4,-1.0,599.5233644240267,916.6175005027102,0.0,176447.48797607422,421,5.0,0,,56.74418604651163,24.0,0.0,255.0,7320.0,67.15668235898134,0.5266685248588676,0.5829814631230468,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2152,2152,4,-1.0,926.5612190557003,429.3752914061964,0.0,280388.05096435547,669,5.0,0,,36.75968992248062,12.0,0.0,209.0,4742.0,51.39397082735581,0.45908408715591076,0.4500922963457787,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2154,2154,4,-1.0,933.1903647576937,420.5364304702053,0.0,280388.05096435547,669,5.0,0,,40.57364341085271,18.0,0.0,255.0,5234.0,54.59192007433975,0.5873411738515679,0.5500039388528564,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2122,2122,4,-1.0,608.3622253600178,915.5126428857112,0.0,176447.48797607422,421,5.0,0,,45.82945736434109,20.0,0.0,255.0,5912.0,62.233823705317164,0.3242110267122345,0.36059425816838125,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2157,2157,4,-1.0,918.8272157367079,552.014486893074,0.0,342417.09661865234,817,5.0,0,,28.186046511627907,24.0,0.0,122.0,3636.0,20.019430967913888,0.38562930147209734,0.7836739271581217,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2125,2125,4,-1.0,674.6536823799516,986.2235303736408,0.0,342417.09661865234,817,5.0,0,,41.2093023255814,39.0,0.0,110.0,5316.0,23.84706298039022,0.3729315267215684,0.9387945942589515,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2159,2159,4,-1.0,932.0855071406946,477.989026554148,0.0,342417.09661865234,817,5.0,0,,36.395348837209305,36.0,0.0,110.0,4695.0,17.94802330892387,0.5197019685827368,1.3869320779388794,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2128,2128,4,-1.0,513.3444702981127,1080.136427818547,0.0,342417.09661865234,817,5.0,0,,48.30232558139535,43.0,0.0,178.0,6231.0,34.951217041390976,0.5248665171645893,0.9513772761367165,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2130,2130,4,-1.0,953.0778018636738,359.76926153526597,0.0,188601.8280029297,450,5.0,0,,63.51937984496124,55.0,0.0,222.0,8194.0,49.456752062912535,0.5290545496775577,0.8887674225313581,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2132,2132,4,-1.0,948.6583713956782,363.08383438626265,0.0,189020.94317626953,451,5.0,0,,49.5968992248062,14.0,0.0,255.0,6398.0,64.68161439164979,0.742564675740291,0.6535052033377918,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2134,2134,4,-1.0,946.4486561616804,349.82554298227586,0.0,189020.94317626953,451,5.0,0,,37.42635658914729,21.0,0.0,255.0,4828.0,43.85519054117883,0.5533799805071062,0.6080401877683456,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2104,2104,4,-1.0,676.8633976139495,1069.087851648558,0.0,0.0,0,5.0,0,,40.372093023255815,38.0,0.0,171.0,5208.0,29.414088293133933,0.42461388370841874,0.8181875881920079,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2138,2138,4,-1.0,842.5920401637841,199.56490707042582,0.0,286674.7785644531,684,5.0,0,,63.07751937984496,21.0,0.0,255.0,8137.0,76.15646028931786,0.6928034419187281,0.6779557594071723,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2107,2107,4,-1.0,777.405440760849,811.656026887815,0.0,66220.19738769531,158,5.0,0,,91.18604651162791,84.0,0.0,255.0,11763.0,62.2263719517623,0.580618686902529,1.0765836971403318,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2140,2140,4,-1.0,848.1163282487785,205.0891951554203,0.0,287093.89373779297,685,5.0,0,,36.3875968992248,17.0,0.0,210.0,4694.0,45.04430285797795,0.517012567966898,0.5506243618520833,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2142,2142,4,-1.0,845.9066130147808,196.25033421942913,0.0,287093.89373779297,685,5.0,0,,34.968992248062015,11.0,0.0,255.0,4511.0,52.44877530512749,0.45218615259745815,0.41521470729614685,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2110,2110,4,-1.0,775.1957255268513,814.9705997388116,0.0,66639.31256103516,159,5.0,0,,73.72868217054264,55.0,0.0,255.0,9511.0,61.86751873181119,0.4358520550453264,0.7234910657754333,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2169,2169,5,-1.0,862.4794772697642,753.0985731868734,0.0,128668.35821533203,307,5.0,0,,68.55813953488372,23.0,0.0,255.0,8844.0,82.04218684013503,0.7983804892927661,0.7419593707409466,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2162,2162,5,-1.0,881.2620567587454,837.0677520787896,0.0,0.0,0,5.0,0,,48.82170542635659,43.0,0.0,140.0,6298.0,29.7842370255442,0.5036237359466733,1.0980534475908161,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2172,2172,5,-1.0,856.9551891847698,753.0985731868734,0.0,342417.09661865234,817,5.0,0,,53.27906976744186,48.0,0.0,188.0,6873.0,27.440554142143466,0.21548236708466031,0.6884253064732687,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2165,2165,5,-1.0,859.1649044187675,765.2520069738613,0.0,128249.24304199219,306,5.0,0,,95.93798449612403,99.0,0.0,255.0,12376.0,76.73226097301584,0.6414325765410864,0.977170967423748,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2167,2167,5,-1.0,859.1649044187675,767.461722207859,0.0,128668.35821533203,307,5.0,0,,69.27906976744185,19.0,0.0,255.0,8937.0,87.56872093748943,0.6936924131893123,0.6480603329675619,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2175,2175,5,-1.0,418.32671523620746,1029.3129774365977,0.0,342417.09661865234,817,5.0,0,,62.23255813953488,62.0,0.0,200.0,8028.0,36.310619922910234,0.37905626552194865,0.94218390147078,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2192,2192,6,-1.0,516.6590431491094,9.529396946615488,0.0,301762.9248046875,720,5.0,0,,4.224806201550388,0.0,0.0,26.0,545.0,6.404637370293595,-0.03536417450248903,-0.04836624599099179,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2194,2194,6,-1.0,528.8124769360971,10.634254563614387,0.0,301762.9248046875,720,5.0,0,,12.51937984496124,9.0,0.0,72.0,1615.0,15.005259898195803,0.09404530476126984,0.14344027247567295,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2178,2178,6,-1.0,549.8047716590762,358.664403918267,0.0,0.0,0,5.0,0,,50.116279069767444,48.0,0.0,125.0,6465.0,32.14873342834071,0.8677749578743306,1.4485300589879393,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2181,2181,6,-1.0,461.4161622991645,273.590367409352,0.0,93462.68365478516,223,5.0,0,,78.11627906976744,68.0,0.0,255.0,10077.0,69.2396910091785,0.6910076216807866,0.9220483507225886,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2198,2198,6,-1.0,522.1833312341038,117.80544341250742,0.0,342417.09661865234,817,5.0,0,,30.875968992248062,27.0,0.0,107.0,3983.0,25.71053035477939,0.4134177705001581,0.7025191217674126,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2183,2183,6,-1.0,456.9967318311689,270.27579455835524,0.0,93881.798828125,224,5.0,0,,43.18604651162791,16.0,0.0,255.0,5571.0,58.59457731974068,0.5986207891311589,0.5519787476024423,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2185,2185,6,-1.0,462.52101991616337,284.6389435793409,0.0,93881.798828125,224,5.0,0,,47.093023255813954,22.0,0.0,236.0,6075.0,59.74587353173244,0.7400743885229136,0.6704805942196638,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2190,2190,6,-1.0,527.7076193190984,10.634254563614387,0.0,301343.80963134766,719,5.0,0,,58.542635658914726,40.0,0.0,204.0,7552.0,55.773818868031896,0.6393227028036551,0.8187052175505775,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2208,2208,7,-1.0,1073.5072821165536,901.1494938647256,0.0,70411.34912109375,168,5.0,0,,56.51162790697674,34.0,0.0,255.0,7290.0,61.142394799847885,0.43258532669367683,0.5581830625917419,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2212,2212,7,-1.0,1128.7501629664985,896.7300633967301,0.0,224645.73291015625,536,5.0,0,,57.27131782945737,40.0,0.0,211.0,7388.0,57.04230227674026,0.6919935874633935,0.8212464091524884,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2214,2214,7,-1.0,1114.3870139455128,902.2543514817245,0.0,225064.8480834961,537,5.0,0,,40.798449612403104,18.0,0.0,216.0,5263.0,50.86415422552035,0.5879141579105109,0.5939484124912181,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2216,2216,7,-1.0,1128.7501629664985,892.3106329287343,0.0,225064.8480834961,537,5.0,0,,36.01550387596899,12.0,0.0,255.0,4646.0,56.707581131202716,0.7504011783596652,0.5445456315029693,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2220,2220,7,-1.0,1202.7756233054245,990.6429608416363,0.0,342417.09661865234,817,5.0,0,,27.852713178294575,27.0,0.0,91.0,3593.0,15.759471742809247,0.44036497218089327,1.0806773821861866,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2223,2223,7,-1.0,1223.7679180284035,959.7069475656672,0.0,342417.09661865234,817,5.0,0,,31.364341085271317,30.0,0.0,91.0,4046.0,17.979996690982784,0.3949606878266367,0.9877987180010546,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2225,2225,7,-1.0,1063.5635635635635,916.6175005027102,0.0,212491.39288330078,507,5.0,0,,56.434108527131784,44.0,0.0,225.0,7280.0,48.65244163985379,0.7400491384872593,0.9866566989308094,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2227,2227,7,-1.0,1062.4587059465646,924.3515038217024,0.0,212910.50805664062,508,5.0,0,,37.81395348837209,23.0,0.0,240.0,4878.0,41.26870171545344,0.7404830499789335,0.7796624143371877,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2229,2229,7,-1.0,1065.7732787975613,911.0932124177157,0.0,212910.50805664062,508,5.0,0,,36.68217054263566,30.0,0.0,176.0,4732.0,35.111648818475295,0.6897913441539324,0.8529399500511594,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2201,2201,7,-1.0,1126.5404477325008,862.4794772697642,0.0,0.0,0,5.0,0,,37.42635658914729,37.0,0.0,83.0,4828.0,18.19373827455756,0.492979535072306,1.358503119764683,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2233,2233,7,-1.0,1096.7092920735304,869.1086229717575,0.0,342417.09661865234,817,5.0,0,,26.124031007751938,25.0,0.0,75.0,3370.0,19.385887163708304,0.3318254055008535,0.6715012792088491,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2204,2204,7,-1.0,1072.4024244995546,895.625205779731,0.0,69992.2339477539,167,5.0,0,,74.31782945736434,58.0,0.0,255.0,9587.0,67.85208919224182,0.5474519736418468,0.7749766813397584,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2236,2236,7,-1.0,1438.1102957261896,789.558874547837,0.0,342417.09661865234,817,5.0,0,,26.852713178294575,25.0,0.0,75.0,3464.0,19.039884443252355,0.3962366496254981,0.8004781276934873,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2206,2206,7,-1.0,1067.982994031559,884.5766296097421,0.0,70411.34912109375,168,5.0,0,,58.55813953488372,37.0,0.0,255.0,7554.0,59.2781983237651,0.6631775881528847,0.7877954847182019,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2256,2256,8,-1.0,574.1116392330521,725.477132761901,0.0,198660.59216308594,474,5.0,0,,78.72093023255815,81.0,0.0,255.0,10155.0,55.36286220588588,0.7173780016772218,1.1879108192409114,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2241,2241,8,-1.0,34.94112213759013,714.428556591912,0.0,0.0,0,5.0,0,,35.51162790697674,35.0,0.0,108.0,4581.0,24.10268277309531,0.4696052697253154,0.941602175945664,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2258,2258,8,-1.0,566.3776359140597,728.7917056128977,0.0,199079.70733642578,475,5.0,0,,44.48837209302326,22.0,0.0,213.0,5739.0,48.85423412418278,0.5941225032551181,0.6787793325990145,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2244,2244,8,-1.0,236.02520843138942,788.4540169308381,0.0,77955.42224121094,186,5.0,0,,102.44186046511628,93.0,0.0,255.0,13215.0,64.12584148774678,0.7346942516023048,1.3531878141545763,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2260,2260,8,-1.0,570.7970663820554,708.9042685069174,0.0,199079.70733642578,475,5.0,0,,42.1937984496124,14.0,0.0,255.0,5443.0,59.11034140690028,0.6726387379740943,0.5741096890745859,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2246,2246,8,-1.0,223.87177464440157,790.6637321648359,0.0,78374.53741455078,187,5.0,0,,58.34108527131783,28.0,0.0,255.0,7526.0,68.42759587284931,0.5068045865863542,0.5735308991914844,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2248,2248,8,-1.0,241.54949651638393,782.9297288458437,0.0,78374.53741455078,187,5.0,0,,64.95348837209302,29.0,0.0,255.0,8379.0,74.73190212196823,0.8173193981654933,0.7817843704498679,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2264,2264,8,-1.0,5.1099664786199,768.566579824858,0.0,326071.60485839844,778,5.0,0,,28.54263565891473,26.0,0.0,88.0,3682.0,18.448834546497267,0.4344728687913519,0.9371852753554751,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2267,2267,8,-1.0,321.0992449403045,820.494887823806,0.0,342417.09661865234,817,5.0,0,,27.88372093023256,23.0,0.0,108.0,3597.0,20.81451863595485,0.36369521159139717,0.7145532833350545,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2253,2253,8,-1.0,6.2148240956187975,953.0778018636738,0.0,203689.97424316406,486,5.0,0,,35.16279069767442,32.0,0.0,101.0,4536.0,19.394260868905594,0.2708296543013937,0.7727677215484686,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2280,2280,9,-1.0,1600.5243654250276,599.5233644240267,0.0,131183.0492553711,313,5.0,0,,41.86046511627907,42.0,0.0,130.0,5400.0,26.626978854293196,0.5584828280199923,1.1267302508204122,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2272,2272,9,-1.0,1351.9314016002756,791.7685897818347,0.0,39396.82629394531,94,5.0,0,,61.945736434108525,26.0,0.0,255.0,7991.0,71.19485915402348,0.6998934106992122,0.7164782236732585,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2274,2274,9,-1.0,1350.826543983277,788.4540169308381,0.0,39815.941467285156,95,5.0,0,,38.4031007751938,19.0,0.0,204.0,4954.0,44.16438033427026,0.35046612260019455,0.45132199169283516,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2282,2282,9,-1.0,1607.153511127021,629.3545200829968,0.0,222550.15704345703,531,5.0,0,,34.58139534883721,34.0,0.0,103.0,4461.0,18.94881991478073,0.4614919130860971,1.15254533899528,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2276,2276,9,-1.0,1349.721686366278,799.5025931008271,0.0,39815.941467285156,95,5.0,0,,36.542635658914726,19.0,0.0,159.0,4714.0,40.86945829251999,0.3320417213710426,0.44576484090915075,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2270,2270,9,-1.0,1292.2690902823351,728.7917056128977,0.0,0.0,0,5.0,0,,33.395348837209305,32.0,0.0,103.0,4308.0,22.01434851858384,0.5056251524974729,1.0188774510569665,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2289,2289,10,-1.0,443.7384404271821,566.3776359140597,0.0,71668.69464111328,171,5.0,0,,40.36434108527132,28.0,0.0,184.0,5207.0,41.51466946764423,0.6786858483128316,0.7861866100348397,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2306,2306,10,-1.0,522.1833312341038,567.4824935310586,0.0,251888.2191772461,601,5.0,0,,58.50387596899225,54.0,0.0,189.0,7547.0,38.48764493944122,0.55116724067764,1.0802345673539713,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2291,2291,10,-1.0,456.9967318311689,570.7970663820554,0.0,71668.69464111328,171,5.0,0,,43.55038759689923,28.0,0.0,202.0,5618.0,49.731303214171305,0.7269555570362202,0.7372569574766139,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2308,2308,10,-1.0,514.4493279151116,566.3776359140597,0.0,252307.33435058594,602,5.0,0,,34.58914728682171,17.0,0.0,192.0,4462.0,42.43590983823076,0.34831467898092344,0.42113064733535144,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2310,2310,10,-1.0,526.6027617020994,561.9582054460641,0.0,252307.33435058594,602,5.0,0,,35.57364341085271,22.0,0.0,177.0,4589.0,36.446402255958006,0.33080253193259995,0.4852425601383249,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2296,2296,10,-1.0,755.3082884208711,358.664403918267,0.0,249792.64331054688,596,5.0,0,,46.07751937984496,27.0,0.0,236.0,5944.0,50.94369017649242,0.46239888501559767,0.5719783842054054,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2298,2298,10,-1.0,758.6228612718678,358.664403918267,0.0,250211.75848388672,597,5.0,0,,44.31782945736434,40.0,0.0,193.0,5717.0,40.367643388634136,0.6876567267063092,0.8946695612149249,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
