LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,? rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/sec),(micron/sec),(micron),(sec),(micron),(micron),(micron),
ID2150 ? ID2152,4,2150,2152,-1.0,9.344571178444836E-4,0.01687970523696919,7.07454058631781,280178.49337768555,928.7709342896981,426.6131473636992,0.0,
ID2122 ? ID2125,4,2122,2125,-1.0,1.942938993409286E-7,5.839965395010548E-4,96.92567710960998,259432.29229736328,641.5079538699847,950.868086629676,0.0,
ID2107 ? ID2112,4,2107,2112,-1.0,0.0012018600601312968,0.02058912297620767,8.629213845088637,66429.75497436523,780.7200136118457,808.8938828453176,0.0,
ID2142 ? ID2145,4,2142,2145,-1.0,1.8296066726851274E-5,7.993376231181863E-4,44.22191749407133,314755.49517822266,840.9347537382857,174.70561068795064,0.0,
ID2140 ? ID2147,4,2140,2147,-1.0,4.528090037007853E-5,4.038877237454852E-4,22.344362481859964,314755.49517822266,837.0677520787896,203.43190872992196,0.0,
ID2104 ? ID2107,4,2104,2107,-1.0,NaN,0.004173485612129507,276.36904102992236,33110.098693847656,727.1344191873993,940.3719392681865,0.0,
ID2107 ? ID2110,4,2107,2110,-1.0,0.006981208267627544,0.009504835528696706,3.9836207901764253,66429.75497436523,776.3005831438502,813.3133133133133,0.0,
ID2132 ? ID2150,4,2132,2150,-1.0,7.083162741490519E-6,6.958510893225163E-4,63.28625973266724,234494.93948364258,939.819510459687,393.4674188537323,0.0,
ID2130 ? ID2132,4,2130,2132,-1.0,0.006147043604561604,0.013180835332141762,5.524288084994532,188811.3855895996,950.868086629676,361.4265479607643,0.0,
ID2130 ? ID2134,4,2130,2134,-1.0,0.00226673829592533,0.028514506586090532,11.95086237052945,188811.3855895996,949.7632290126771,354.79740225877094,0.0,
ID2138 ? ID2142,4,2138,2142,-1.0,0.0033169348299480193,0.011184309654072695,4.687513879353165,286884.33615112305,844.2493265892824,197.90762064492748,0.0,
ID2134 ? ID2138,4,2134,2138,-1.0,1.7180020834743426E-7,0.0018704784762371663,182.6593972156047,237847.86087036133,894.5203481627323,274.69522502635084,0.0,
ID2112 ? ID2130,4,2112,2130,-1.0,4.214706776672261E-6,0.003913495614475056,477.2997693122006,127620.57028198242,868.5561941632582,582.9505001690432,0.0,
ID2152 ? ID2159,4,2152,2159,-1.0,1.270198365141926E-5,7.887693229230674E-4,48.92660834230379,311402.5737915039,929.3233630981974,453.6821589801722,0.0,
ID2118 ? ID2120,4,2118,2120,-1.0,1.5081017323657792E-4,0.017683946281739808,7.411610211203865,176237.9303894043,602.8379372750234,914.9602140772118,0.0,
ID2138 ? ID2140,4,2138,2140,-1.0,0.0070648218708240325,0.018640516090121045,7.812523132255228,286884.33615112305,845.3541842062813,202.32705111292307,0.0,
ID2110 ? ID2118,4,2110,2118,-1.0,4.168051918004083E-6,0.0017877740134023526,195.56291925061433,121333.84268188477,690.6741178264357,864.1367636952625,0.0,
ID2150 ? ID2154,4,2150,2154,-1.0,0.006768272818034042,0.009504835528697008,3.9836207901765515,280178.49337768555,932.0855071406947,422.19371689570363,0.0,
ID2120 ? ID2128,4,2120,2128,-1.0,3.7483609260132733E-6,0.0011136883503800993,184.8384196623835,259432.29229736328,556.4339173610697,998.3769641606286,0.0,
ID2118 ? ID2122,4,2118,2122,-1.0,0.004364766932002101,0.007456206436048207,3.125009252902003,176237.9303894043,607.2573677430189,914.4077852687124,0.0,
ID2154 ? ID2157,4,2154,2157,-1.0,4.292186389095301E-5,0.0021322312785609994,132.26027132338004,311402.5737915039,926.0087902472007,486.27545868163963,0.0,
ID2162 ? ID2165,5,2162,2165,-1.0,NaN,5.85878245263473E-4,75.13844146981106,64124.621520996094,870.2134805887565,801.1598795263254,0.0,
ID2165 ? ID2169,5,2165,2169,-1.0,0.0013474839773437875,0.030056929055972705,12.597315031357386,128458.80062866211,860.8221908442658,759.1752900803674,0.0,
ID2165 ? ID2167,5,2165,2167,-1.0,0.006783561901010591,0.005272334132856467,2.209715233997713,128458.80062866211,859.1649044187675,766.3568645908601,0.0,
ID2167 ? ID2175,5,2167,2175,-1.0,4.841251438419816E-6,0.0023988072791386516,512.7420295885883,235542.7274169922,638.7458098274875,898.3873498222283,0.0,
ID2169 ? ID2172,5,2169,2172,-1.0,8.594429093094872E-6,2.5844775161061643E-5,5.524288084994396,235542.7274169922,859.717333227267,753.0985731868734,0.0,
ID2181 ? ID2185,6,2181,2185,-1.0,0.00581405146501149,0.026493151134099686,11.103681629886868,93672.24124145508,461.96859110766394,279.11465549434644,0.0,
ID2185 ? ID2190,6,2185,2190,-1.0,1.3536755613314616E-5,0.0013576077008715713,281.6520235047562,197612.80422973633,495.1143196176309,147.63659907147763,0.0,
ID2181 ? ID2183,6,2181,2183,-1.0,2.929769841240049E-4,0.013180835332141738,5.524288084994521,93672.24124145508,459.2064470651667,271.93308098385364,0.0,
ID2178 ? ID2181,6,2178,2181,-1.0,NaN,0.001312598771164172,122.67900371497673,46731.34182739258,505.61046697912036,316.1273856638095,0.0,
ID2190 ? ID2192,6,2190,2192,-1.0,0.004067352471465028,0.026493151134099967,11.103681629886985,301553.3672180176,522.1833312341039,10.081825755114938,0.0,
ID2190 ? ID2194,6,2190,2194,-1.0,0.003190614299000848,0.002636167066427962,1.1048576169987427,301553.3672180176,528.2600481275978,10.634254563614387,0.0,
ID2183 ? ID2198,6,2183,2198,-1.0,5.356631938024796E-6,6.671917024698323E-4,165.8206884567087,218149.44772338867,489.5900315326363,194.04061898543134,0.0,
ID2212 ? ID2216,7,2212,2216,-1.0,0.0035574143718096673,0.010544668265713748,4.419430467995767,224855.29049682617,1128.7501629664985,894.5203481627323,0.0,
ID2201 ? ID2204,7,2201,2204,-1.0,NaN,9.069413877220069E-4,63.47885378633929,34996.11697387695,1099.4714361160277,879.0523415247476,0.0,
ID2204 ? ID2206,7,2204,2206,-1.0,0.0041508027986461105,0.028392388223713615,11.89968071191387,70201.79153442383,1070.192709265557,890.1009176947366,0.0,
ID2204 ? ID2208,7,2204,2208,-1.0,0.002908072719392926,0.01344186731280906,5.633690548819149,70201.79153442383,1072.9548533080542,898.3873498222283,0.0,
ID2212 ? ID2214,7,2212,2214,-1.0,0.00681017769587984,0.036717558464739224,15.388885880565025,224855.29049682617,1121.5685884560057,899.4922074392273,0.0,
ID2225 ? ID2227,7,2225,2227,-1.0,1.1526378907963542E-5,0.018640516090121094,7.812523132255248,212700.9504699707,1063.0111347550642,920.4845021622064,0.0,
ID2229 ? ID2233,7,2229,2233,-1.0,1.9653081831901574E-6,4.0269111176366066E-4,52.15115212875548,277663.8023376465,1081.2412854355457,890.1009176947366,0.0,
ID2227 ? ID2236,7,2227,2236,-1.0,1.5884960768980093E-5,0.003081719322820653,399.1029564041357,277663.8023376465,1250.284500836377,856.9551891847698,0.0,
ID2214 ? ID2223,7,2214,2223,-1.0,1.95204941140208E-5,0.0010528263522254755,123.55153975072596,283740.9723510742,1169.077465986958,930.9806495236958,0.0,
ID2206 ? ID2225,7,2206,2225,-1.0,1.8468604264782908E-5,2.276478970969666E-4,32.34422318191142,141451.37100219727,1065.7732787975613,900.5970650562261,0.0,
ID2208 ? ID2212,7,2208,2212,-1.0,9.422222963232015E-6,3.593192047397404E-4,55.41937612660984,147528.541015625,1101.128722541526,898.9397786307279,0.0,
ID2216 ? ID2220,7,2216,2220,-1.0,2.127182261736671E-5,0.0010488195874259994,123.08133689215593,283740.9723510742,1165.7628931359613,941.4767968851853,0.0,
ID2225 ? ID2229,7,2225,2229,-1.0,0.006914930871370835,0.014196194111856833,5.949840355956946,212700.9504699707,1064.6684211805623,913.855356460213,0.0,
ID2258 ? ID2267,8,2258,2267,-1.0,3.286565372109633E-7,0.001826882574511851,261.86057875572146,270748.40197753906,443.7384404271821,774.6432967183518,0.0,
ID2244 ? ID2248,8,2244,2248,-1.0,0.002715563588039115,0.018640516090121094,7.812523132255248,78164.97982788086,238.78735247388667,785.6918728883409,0.0,
ID2256 ? ID2260,8,2256,2260,-1.0,0.0037798142944443875,0.04032560193842628,16.90107164645707,198870.14974975586,572.4543528075537,717.1907006344093,0.0,
