LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),,
ID2250,2250,3,-1.0,1000.3104649903765,838.1726096957884,0.0,268233.37890625,640,5.0,1,,29.852713178294575,14.0,0.0,172.0,3851.0,38.49758530885284,0.2643456051692335,0.3242549429291132
ID2252,2252,3,-1.0,1008.5968971178683,830.4386063767962,0.0,269071.60821533203,642,5.0,1,,28.170542635658915,21.0,0.0,99.0,3634.0,25.406422671924837,0.21740687695038857,0.39602191195479897
ID2254,2254,3,-1.0,1009.149325926368,824.3618894833022,0.0,269909.83752441406,644,5.0,1,,24.790697674418606,15.0,0.0,106.0,3198.0,28.37188155182341,0.39266275314405047,0.4927247224022832
ID2256,2256,3,-1.0,995.3386057138815,835.4104656532912,0.0,269909.83752441406,644,5.0,1,,24.426356589147286,18.0,0.0,104.0,3151.0,24.367555014877894,0.2779672918744206,0.4360644581602852
ID2259,2259,3,-1.0,992.5764616713844,855.2979027592714,0.0,279549.4745788574,667,5.0,1,,18.25581395348837,13.0,0.0,74.0,2355.0,18.747616127527156,0.21209134625256143,0.3407789360222685
ID2261,2261,3,-1.0,983.1851719268938,875.7377686737509,0.0,282064.1625061035,673,5.0,1,,28.45736434108527,27.0,0.0,109.0,3671.0,19.21059593359954,0.5471360582495107,1.0477330935808904
ID2263,2263,3,-1.0,952.2491586509245,907.778639566719,0.0,285417.07974243164,681,5.0,1,,23.224806201550386,20.0,0.0,96.0,2996.0,19.953555568994744,0.42658897755061465,0.6961014928163713
ID2265,2265,3,-1.0,947.2772993744294,927.6660766726991,0.0,287512.6530151367,686,5.0,1,,13.062015503875969,9.0,0.0,62.0,1685.0,14.908445560520654,0.2636348949597011,0.3655856242081653
ID2267,2267,3,-1.0,948.3821569914285,929.8757919066968,0.0,311402.1883239746,743,5.0,1,,21.11627906976744,18.0,0.0,87.0,2724.0,18.225423480580954,0.4356606554516191,0.7031796637553527
ID2269,2269,3,-1.0,899.2159930349776,1013.2925419901138,0.0,326909.4305419922,780,5.0,1,,23.37984496124031,21.0,0.0,79.0,3016.0,17.557136101903843,0.485711365990136,0.8706864129850699
ID2271,2271,3,-1.0,867.727550950509,1067.9829940315592,0.0,339063.75552368164,809,5.0,1,,19.100775193798448,18.0,0.0,64.0,2464.0,15.690783999513213,0.30084442335180184,0.5630577635422186
ID2273,2273,3,-1.0,857.2314035890195,1078.7553557972983,0.0,342416.67276000977,817,5.0,1,,15.821705426356589,13.0,0.0,70.0,2041.0,14.639655911045125,0.16944837901284704,0.3131906464575977
ID2275,2275,3,-1.0,993.1288904798838,852.8119731210239,0.0,280806.81854248047,670,5.0,1,,30.162790697674417,26.0,0.0,102.0,3891.0,25.008995474651968,0.5596570284541015,0.8655618844349905
ID2277,2277,3,-1.0,998.6531785648782,857.783832397519,0.0,284159.7357788086,678,5.0,1,,23.968992248062015,20.0,0.0,75.0,3092.0,17.636493585964086,0.5056527119354168,0.9128408273745945
ID2279,2279,3,-1.0,1019.6454732878574,798.6739498880779,0.0,297990.5193786621,711,5.0,1,,20.868217054263567,20.0,0.0,68.0,2692.0,16.579533620627558,0.30682142419097663,0.5910340026634866
ID2281,2281,3,-1.0,994.2337480968828,1033.7324079045932,0.0,342416.67276000977,817,5.0,1,,21.24031007751938,20.0,0.0,61.0,2740.0,15.986701110707637,0.4257078270424215,0.79343817876183
ID2283,2283,3,-1.0,930.7044351194462,1300.2793080055774,0.0,167645.86181640625,400,5.0,1,,35.31782945736434,20.0,0.0,175.0,4556.0,36.55923799468388,0.5255465027121424,0.6655988537756518
ID2285,2285,3,-1.0,919.6558589494571,1305.8035960905718,0.0,172675.23767089844,412,5.0,1,,32.74418604651163,31.0,0.0,99.0,4224.0,19.74140599007873,0.577950751631503,1.2150202136140615
ID2287,2287,3,-1.0,927.3898622684495,998.1007497563788,0.0,266976.03494262695,637,5.0,1,,26.085271317829456,22.0,0.0,81.0,3365.0,18.566616129389974,0.13472862036447025,0.33362643078593485
ID2289,2289,3,-1.0,941.2005824809357,920.760716566456,0.0,282902.39181518555,675,5.0,1,,41.55813953488372,32.0,0.0,137.0,5361.0,35.12208772996884,0.6020065853001414,0.8892885778861714
ID2291,2291,3,-1.0,938.4384384384384,937.3335808214396,0.0,284997.9650878906,680,5.0,1,,35.53488372093023,30.0,0.0,131.0,4584.0,24.779668616512733,0.47415794916006593,0.922504338528706
ID2293,2293,3,-1.0,938.4384384384384,931.809292736445,0.0,285836.19439697266,682,5.0,1,,26.03875968992248,14.0,0.0,167.0,3359.0,32.706651440488564,0.4060276266220176,0.4598073794648858
ID2295,2295,3,-1.0,936.7811520129401,945.6200129489313,0.0,285836.19439697266,682,5.0,1,,16.503875968992247,10.0,0.0,113.0,2129.0,19.26222178214383,0.19872176915773931,0.2840773581190805
ID2298,2298,3,-1.0,900.3208506519765,973.2414533739036,0.0,294218.48748779297,702,5.0,1,,22.310077519379846,19.0,0.0,103.0,2878.0,17.788601709386654,0.46428520685318087,0.795331960766829
ID2171,2171,3,-1.0,1092.5660760097846,856.9551891847698,0.0,0.0,0,5.0,1,,42.263565891472865,40.0,0.0,103.0,5452.0,22.253342227855963,0.5083313344409405,1.2801209748679014
ID2300,2300,3,-1.0,888.719845673488,987.0521735863899,0.0,298828.74868774414,713,5.0,1,,23.713178294573645,22.0,0.0,80.0,3059.0,16.549260651182433,0.444478422630728,0.8818217170606423
ID2173,2173,3,-1.0,1011.9114699688649,910.5407836092162,0.0,49455.529235839844,118,5.0,1,,76.01550387596899,37.0,0.0,255.0,9806.0,83.91215500600572,0.6515642140541634,0.7147745142419839
ID2302,2302,3,-1.0,858.8886900145178,1043.9523408618331,0.0,308468.3857421875,736,5.0,1,,19.844961240310077,18.0,0.0,83.0,2560.0,16.500686355233785,0.3819629542157293,0.6648184811312748
ID2175,2175,3,-1.0,1013.0163275858639,910.5407836092162,0.0,49874.64389038086,119,5.0,1,,74.93023255813954,24.0,0.0,255.0,9666.0,89.14351017868175,0.6437548760880036,0.6583863563188195
ID2432,2432,4,-1.0,1297.7933783673295,1234.5402797941429,0.0,284997.9650878906,680,5.0,1,,43.03875968992248,22.0,0.0,255.0,5552.0,49.751476595671136,0.6001300001379717,0.6488941183264354
ID2434,2434,4,-1.0,1300.555522409827,1235.0927086026422,0.0,285836.19439697266,682,5.0,1,,49.87596899224806,25.0,0.0,255.0,6434.0,62.18395187766721,0.6569969061241209,0.6360403241169083
ID2436,2436,4,-1.0,1293.3739478993343,1225.1489900496522,0.0,286674.4237060547,684,5.0,1,,32.58914728682171,15.0,0.0,215.0,4204.0,42.075566767406116,0.8097702386458872,0.6931247185128762
ID2438,2438,4,-1.0,1293.9263767078335,1246.1412847726313,0.0,286674.4237060547,684,5.0,1,,31.05426356589147,18.0,0.0,154.0,4006.0,34.02464871179775,0.6607735397517313,0.7262728461599107
ID2441,2441,4,-1.0,1213.8241994754137,1359.3891905150183,0.0,330681.4624328613,789,5.0,1,,24.07751937984496,22.0,0.0,86.0,3106.0,18.69601077231316,0.5057025200419794,0.8650649733603568
ID2443,2443,4,-1.0,1277.35351245285,1280.9442997080964,0.0,342416.67276000977,817,5.0,1,,24.310077519379846,22.0,0.0,87.0,3136.0,17.113955585287517,0.4619575324903973,0.897704153325547
ID2445,2445,4,-1.0,1155.8191745829715,1382.0387716634955,0.0,342416.67276000977,817,5.0,1,,15.5968992248062,11.0,0.0,81.0,2012.0,15.68912809272961,0.2487570401378645,0.3960653813695036
ID2318,2318,4,-1.0,1237.30242383664,1069.916494861307,0.0,0.0,0,5.0,1,,29.17829457364341,27.0,0.0,98.0,3764.0,20.437958562287932,0.36787136095692535,0.7678972424090786
ID2320,2320,4,-1.0,1307.4608825160701,1067.7067796273093,0.0,42749.694763183594,102,5.0,1,,58.50387596899225,30.0,0.0,255.0,7547.0,64.68724323995029,0.6437198935107844,0.7083780759552071
ID2322,2322,4,-1.0,1309.6705977500678,1072.1262100953052,0.0,44426.153381347656,106,5.0,1,,63.13953488372093,19.0,0.0,255.0,8145.0,80.68309381714968,0.7333573313319909,0.6621804692734519
ID2324,2324,4,-1.0,1319.0618874945585,1078.7553557972985,0.0,44845.26803588867,107,5.0,1,,28.68217054263566,5.0,0.0,187.0,3700.0,45.40374167127571,0.5408078165650132,0.4434501972983412
ID2326,2326,4,-1.0,1305.8035960905718,1068.2592084358087,0.0,44845.26803588867,107,5.0,1,,38.85271317829457,15.0,0.0,255.0,5012.0,53.382918144406474,0.7538811761213089,0.6256792749389977
ID2329,2329,4,-1.0,1308.5657401330689,1077.0980693718002,0.0,45683.4973449707,109,5.0,1,,40.51937984496124,19.0,0.0,229.0,5227.0,48.72035970323293,0.8260847346681652,0.7524644217546097
ID2331,2331,4,-1.0,1205.8139817521715,1238.9597102621383,0.0,158844.45407104492,379,5.0,1,,26.86046511627907,24.0,0.0,129.0,3465.0,23.068764117459274,0.32214195033291015,0.567398775846341
ID2333,2333,4,-1.0,1206.0901961564211,1287.5734454100898,0.0,165131.17388916016,394,5.0,1,,45.651162790697676,33.0,0.0,193.0,5889.0,40.77523205842739,0.544792597600206,0.7896714133958764
ID2335,2335,4,-1.0,1199.4610504544278,1268.2384371126093,0.0,166388.5178527832,397,5.0,1,,60.93798449612403,54.0,0.0,227.0,7861.0,46.65209533376832,0.7550427844732532,1.1239080468318297
ID2337,2337,4,-1.0,1200.0134792629271,1243.379140730134,0.0,166807.63250732422,398,5.0,1,,30.6046511627907,10.0,0.0,255.0,3948.0,44.7313890427927,0.6431618219644579,0.5356054233890661
ID2339,2339,4,-1.0,1198.9086216459286,1266.0287218786113,0.0,166807.63250732422,398,5.0,1,,42.82170542635659,22.0,0.0,255.0,5524.0,52.306257036742736,0.8548467469561039,0.754606500878911
ID2342,2342,4,-1.0,1165.7628931359616,1200.289693667177,0.0,174351.6962890625,416,5.0,1,,35.325581395348834,34.0,0.0,103.0,4557.0,19.96135437801381,0.598613950897699,1.3253559875388283
ID2344,2344,4,-1.0,1164.6580355189626,1219.6247019646578,0.0,183153.10403442383,437,5.0,1,,26.26356589147287,23.0,0.0,119.0,3388.0,23.642691583448734,0.4508231354885,0.6903645666636851
ID2346,2346,4,-1.0,1050.8577009680762,989.2618888203876,0.0,222968.9962158203,532,5.0,1,,31.674418604651162,28.0,0.0,91.0,4086.0,23.74775081149057,0.45118619861033965,0.829370973139313
ID2348,2348,4,-1.0,1078.2029269887987,574.9402824458012,0.0,319784.4814147949,763,5.0,1,,25.37984496124031,23.0,0.0,128.0,3274.0,21.699724148034125,0.3548580233325996,0.6126685522620349
ID2350,2350,4,-1.0,1056.105774648821,536.2702658508398,0.0,322718.28399658203,770,5.0,1,,18.837209302325583,15.0,0.0,81.0,2430.0,18.016828373805495,0.11043457018787989,0.20796022988475063
ID2352,2352,4,-1.0,1057.7630610743192,504.7818237663712,0.0,326909.4305419922,780,5.0,1,,37.906976744186046,37.0,0.0,128.0,4890.0,23.145410540099896,0.46199674385596634,1.0350867882672805
ID2354,2354,4,-1.0,1039.2566959895878,371.0940521095046,0.0,341997.55810546875,816,5.0,1,,18.015503875968992,11.0,0.0,109.0,2324.0,23.653416936077928,-0.04154068815663986,-0.06602106527888464
ID2356,2356,4,-1.0,1034.2848367130928,369.4367656840063,0.0,342416.67276000977,817,5.0,1,,42.775193798449614,35.0,0.0,195.0,5518.0,40.94494022275477,0.39719768248011134,0.593978314099265
ID2358,2358,4,-1.0,1042.018840032085,365.0173352160107,0.0,342416.67276000977,817,5.0,1,,21.7984496124031,6.0,0.0,166.0,2812.0,34.84415747406614,0.26200324777439127,0.25975973715558365
ID2361,2361,4,-1.0,1173.2206820507042,1171.5633956252057,0.0,174770.81094360352,417,5.0,1,,31.25581395348837,28.0,0.0,103.0,4032.0,21.560336510943333,0.5445938573124939,1.0222655110409098
ID2363,2363,4,-1.0,1127.3690909452498,1267.1335794956103,0.0,279549.4745788574,667,5.0,1,,32.666666666666664,27.0,0.0,124.0,4214.0,27.7222083054964,0.504061390260827,0.7898140663844896
ID2365,2365,4,-1.0,1131.236092604746,1262.7141490276147,0.0,281225.9331970215,671,5.0,1,,28.24031007751938,23.0,0.0,119.0,3643.0,25.064533955433937,0.40052850788288574,0.6444382388594435
ID2367,2367,4,-1.0,1121.292374051756,1261.0568626021163,0.0,283321.50646972656,676,5.0,1,,43.31782945736434,41.0,0.0,152.0,5588.0,30.8757551770307,0.6521695710790432,1.107605252413111
ID2369,2369,4,-1.0,1125.7118045197515,1258.8471473681186,0.0,284578.8504333496,679,5.0,1,,27.06201550387597,19.0,0.0,111.0,3491.0,25.929818723450577,0.6689990323839847,0.8366812918618505
ID2371,2371,4,-1.0,1115.7680859667614,1265.476293070112,0.0,284578.8504333496,679,5.0,1,,27.94573643410853,19.0,0.0,144.0,3605.0,29.86932741059364,0.6380244807005121,0.7288481665473912
ID2374,2374,4,-1.0,1113.005941924264,1259.9520049851176,0.0,284997.9650878906,680,5.0,1,,24.635658914728683,15.0,0.0,91.0,3178.0,25.65697334074602,0.6043996766839156,0.7234364935845782
ID2376,2376,4,-1.0,1206.366410560671,959.9831619699169,0.0,338225.5262145996,807,5.0,1,,18.751937984496124,16.0,0.0,85.0,2419.0,16.772853349866384,0.3422636154951267,0.5701539265731589
ID2378,2378,4,-1.0,1221.2819883901561,951.6967298424252,0.0,342416.67276000977,817,5.0,1,,20.015503875968992,18.0,0.0,68.0,2582.0,15.59195730984208,0.22412716986032957,0.4700714296194587
ID2380,2380,4,-1.0,1138.4176671152388,1253.3228592831242,0.0,289189.1116333008,690,5.0,1,,19.06201550387597,18.0,0.0,68.0,2459.0,15.407360222666574,0.4548029310553719,0.7735522704963822
ID2382,2382,4,-1.0,1169.9061091997075,992.5764616713843,0.0,342416.67276000977,817,5.0,1,,18.34108527131783,16.0,0.0,88.0,2366.0,17.515839315830245,0.2768171999799066,0.4540340463040178
ID2384,2384,4,-1.0,1316.8521722605606,1104.7195097967724,0.0,52389.33181762695,125,5.0,1,,34.4031007751938,32.0,0.0,93.0,4438.0,20.313757414867332,0.6020699272501219,1.2729249188685967
ID2386,2386,4,-1.0,1349.9979007705274,1230.1208493261472,0.0,149623.93167114258,357,5.0,1,,39.29457364341085,37.0,6.0,103.0,5069.0,19.269634102639635,0.47109438436055684,1.3060400594474857
ID2388,2388,4,-1.0,1328.453177239049,1196.4226920076808,0.0,170160.54974365234,406,5.0,1,,62.69767441860465,41.0,0.0,255.0,8088.0,59.428476529980294,0.4947267066412163,0.6983777459194477
ID2390,2390,4,-1.0,1329.0056060475488,1200.289693667177,0.0,170998.77905273438,408,5.0,1,,61.031007751937985,43.0,0.0,255.0,7873.0,58.10657476575049,0.4973680649783064,0.6977576253242906
ID2392,2392,4,-1.0,1328.453177239049,1192.0032615396854,0.0,171417.8937072754,409,5.0,1,,47.798449612403104,37.0,0.0,212.0,6166.0,43.47922992737474,0.49935797215561945,0.7322655733002944
ID2394,2394,4,-1.0,1330.1104636645473,1207.47126817767,0.0,171417.8937072754,409,5.0,1,,43.51162790697674,18.0,0.0,255.0,5613.0,56.89630319151206,0.6622701517435623,0.6093753096463776
ID2397,2397,4,-1.0,1321.8240315370556,1198.6324072416787,0.0,176866.3842163086,422,5.0,1,,36.81395348837209,36.0,0.0,104.0,4749.0,25.447177962970077,0.4361914413599237,0.8787546446736781
ID2399,2399,4,-1.0,1320.1667451115572,1173.220682050704,0.0,185248.6773071289,442,5.0,1,,38.093023255813954,34.0,0.0,129.0,4914.0,29.685445155324306,0.6285384514701158,0.9905256031946703
ID2401,2401,4,-1.0,1159.4099618382177,1425.6806475349522,0.0,271167.1814880371,647,5.0,1,,48.76744186046512,32.0,0.0,188.0,6291.0,47.19002669194038,0.4909856928365851,0.6806206298615612
ID2403,2403,4,-1.0,1164.9342499232125,1423.4709323009545,0.0,273262.7547607422,652,5.0,1,,45.992248062015506,35.0,0.0,160.0,5933.0,41.548822208794135,0.692075648586851,0.9055026162206966
ID2405,2405,4,-1.0,1162.7245346892144,1420.1563594499578,0.0,273681.8694152832,653,5.0,1,,51.434108527131784,26.0,0.0,237.0,6635.0,58.20543426106689,0.7330432840543637,0.7475459420429157
ID2407,2407,4,-1.0,1168.2488227742092,1408.5553544714694,0.0,274520.09872436523,655,5.0,1,,31.25581395348837,12.0,0.0,208.0,4032.0,41.54125943523037,0.5623558509816046,0.5416420953638673
ID2409,2409,4,-1.0,1153.8856737532233,1427.8903627689497,0.0,274520.09872436523,655,5.0,1,,32.01550387596899,14.0,0.0,177.0,4130.0,43.10216505875242,0.7739435195794298,0.6481279212737308
ID2412,2412,4,-1.0,1025.1697613728518,1497.4963926398802,0.0,314755.10556030273,751,5.0,1,,13.565891472868216,12.0,0.0,67.0,1750.0,13.855755212884642,0.1711415069992613,0.28615023736808215
ID2414,2414,4,-1.0,884.0242008012426,1586.4374308082915,0.0,332777.0357055664,794,5.0,1,,23.503875968992247,20.0,0.0,93.0,3032.0,17.155594946969806,0.3578898031889266,0.7221850542148028
ID2416,2416,4,-1.0,875.7377686737509,1600.8005798292775,0.0,334034.37966918945,797,5.0,1,,29.441860465116278,27.0,0.0,86.0,3798.0,20.150181054065694,0.4382277761999432,0.8904069108349851
ID2418,2418,4,-1.0,876.2901974822504,1604.1151526802742,0.0,335291.7236328125,800,5.0,1,,23.589147286821706,19.0,0.0,80.0,3043.0,18.837550764323097,0.1861991889620882,0.39313160936768665
ID2420,2420,4,-1.0,1155.8191745829715,1404.6883528119731,0.0,283321.50646972656,676,5.0,1,,29.24031007751938,23.0,0.0,105.0,3772.0,23.08400934419974,0.15188341082148538,0.3340431310433505
ID2422,2422,4,-1.0,1117.7015867965097,1449.4350863004283,0.0,294218.48748779297,702,5.0,1,,14.906976744186046,9.0,0.0,64.0,1923.0,17.402155874194655,0.32084550421710845,0.4161601113976875
ID2424,2424,4,-1.0,1106.6530106265204,1445.5680846409323,0.0,307211.04177856445,733,5.0,1,,24.976744186046513,16.0,0.0,126.0,3222.0,25.093408346453465,0.4280829002717723,0.5967337878074568
ID2426,2426,4,-1.0,1117.7015867965097,1410.2126408969677,0.0,342416.67276000977,817,5.0,1,,17.27906976744186,12.0,0.0,107.0,2229.0,19.178428940554724,0.2529117614082297,0.36373564798777447
ID2428,2428,4,-1.0,1311.0516697713163,1172.6682532422046,0.0,179800.1867980957,429,5.0,1,,39.627906976744185,37.0,0.0,139.0,5112.0,27.457373146684645,0.6746294052841847,1.16283661663727
ID2430,2430,4,-1.0,1289.5069462398378,1118.5302300092585,0.0,197403.00228881836,471,5.0,1,,31.65891472868217,26.0,0.0,129.0,4084.0,23.517445693314237,0.5043521451152622,0.9026517565590595
ID2496,2496,5,-1.0,611.9530126152642,985.1186727566418,0.0,197822.11694335938,472,5.0,1,,54.51937984496124,51.0,0.0,180.0,7033.0,36.97509735771365,0.5628454765145413,1.062049396788646
ID2498,2498,5,-1.0,616.9248718917593,983.4613863311433,0.0,198241.2315979004,473,5.0,1,,42.86046511627907,32.0,0.0,175.0,5529.0,42.849617885192124,0.7748841021437901,0.8733868993601018
ID2500,2500,5,-1.0,604.219009296272,991.1953896501358,0.0,198241.2315979004,473,5.0,1,,44.24031007751938,26.0,0.0,231.0,5707.0,46.14934574187483,0.7300102067306374,0.8090267404266273
ID2503,2503,5,-1.0,688.7406169966875,954.1826594806727,0.0,202851.49279785156,484,5.0,1,,33.41860465116279,26.0,0.0,143.0,4311.0,28.425532557241397,0.5875024055871323,0.8701717008487025
ID2505,2505,5,-1.0,431.86122104444405,927.6660766726991,0.0,298828.74868774414,713,5.0,1,,50.24031007751938,35.0,0.0,181.0,6481.0,47.39408836978618,0.6299996521748437,0.8194282471551557
ID2507,2507,5,-1.0,455.6156598099202,934.2952223746926,0.0,301343.43661499023,719,5.0,1,,40.968992248062015,36.0,0.0,113.0,5285.0,26.560643459971967,0.5248545864730889,1.06183552532365
ID2509,2509,5,-1.0,457.27294623541854,932.6379359491941,0.0,302181.66592407227,721,5.0,1,,31.325581395348838,21.0,0.0,125.0,4041.0,31.139846557178974,0.6023512997480072,0.756318602337701
ID2511,2511,5,-1.0,441.8049395974341,938.1622240341887,0.0,302181.66592407227,721,5.0,1,,31.124031007751938,15.0,0.0,199.0,4015.0,37.53040595469268,0.7317181306520096,0.7008243536951375
ID2514,2514,5,-1.0,450.09137172492586,923.7990750132029,0.0,320203.59606933594,764,5.0,1,,19.767441860465116,14.0,0.0,79.0,2550.0,18.132977394406208,0.07979904115466874,0.16112616897186227
ID2451,2451,5,-1.0,473.845810490402,869.1086229717575,0.0,0.0,0,5.0,1,,35.968992248062015,36.0,0.0,114.0,4640.0,20.790599582690053,0.45569052558768425,1.0831589571714448
ID2516,2516,5,-1.0,471.63609525640436,926.0087902472007,0.0,338225.5262145996,807,5.0,1,,19.643410852713178,17.0,0.0,70.0,2534.0,16.209467936215358,0.33586078100376315,0.6093632095003169
ID2453,2453,5,-1.0,477.71281214989824,893.4154905457334,0.0,45264.38269042969,108,5.0,1,,63.945736434108525,31.0,0.0,255.0,8249.0,74.4527230526946,0.6856968242067583,0.6987368891378672
ID2518,2518,5,-1.0,461.69237670341425,926.0087902472007,0.0,342416.67276000977,817,5.0,1,,22.426356589147286,21.0,0.0,73.0,2893.0,14.541307107791265,0.39870502181763706,0.8792468962771806
ID2455,2455,5,-1.0,475.50309691590036,887.3387736522393,0.0,46102.61199951172,110,5.0,1,,45.14728682170543,20.0,0.0,248.0,5824.0,56.12779792235219,0.8219420218109811,0.7257554061804733
ID2520,2520,5,-1.0,713.0474845706633,946.4486561616804,0.0,203689.7221069336,486,5.0,1,,30.899224806201552,29.0,0.0,76.0,3986.0,16.11135321813099,0.5523816527749439,1.364854338453103
ID2457,2457,5,-1.0,475.50309691590036,906.6737819497201,0.0,46102.61199951172,110,5.0,1,,45.44961240310077,16.0,0.0,255.0,5863.0,67.51191575847811,0.7867118811110823,0.5928446858387506
ID2522,2522,5,-1.0,729.6203488256468,872.9756246312537,0.0,280806.81854248047,670,5.0,1,,36.41860465116279,23.0,0.0,189.0,4698.0,35.271424711270036,0.32781894526052774,0.5098301127782634
ID2460,2460,5,-1.0,328.55703385504705,1100.023864924527,0.0,175609.04025268555,419,5.0,1,,57.325581395348834,50.0,0.0,198.0,7395.0,49.32357492725615,0.5260619651892429,0.801288024322566
ID2524,2524,5,-1.0,730.1727776341462,862.4794772697642,0.0,281225.9331970215,671,5.0,1,,30.356589147286822,18.0,0.0,169.0,3916.0,32.199524076843026,0.3686701205288527,0.5078935183573106
ID2462,2462,5,-1.0,338.50075240803716,1092.2898616055347,0.0,176447.26956176758,421,5.0,1,,40.434108527131784,25.0,0.0,225.0,5216.0,47.608075234348426,0.6517860865192969,0.6702680627150489
ID2526,2526,5,-1.0,726.3057759746501,878.4999127162482,0.0,281225.9331970215,671,5.0,1,,38.25581395348837,28.0,0.0,160.0,4935.0,36.458083609333016,0.41554439481998456,0.6160664237925322
ID2464,2464,5,-1.0,319.71817291905586,1095.052005648032,0.0,176447.26956176758,421,5.0,1,,36.263565891472865,10.0,0.0,255.0,4678.0,57.340338029262405,0.6194571143941472,0.48381802844570787
ID2529,2529,5,-1.0,737.9067809531385,859.717333227267,0.0,286255.3090515137,683,5.0,1,,26.186046511627907,24.0,0.0,78.0,3378.0,17.43862784966379,0.5549573041961252,1.0718369485087922
ID2467,2467,5,-1.0,350.654186195025,1137.5890239024898,0.0,203689.7221069336,486,5.0,1,,26.72093023255814,24.0,0.0,84.0,3447.0,18.07881043177086,0.3226729367678058,0.7211436639298409
ID2531,2531,5,-1.0,796.4642346540801,853.0881875252736,0.0,342416.67276000977,817,5.0,1,,21.74418604651163,21.0,0.0,85.0,2805.0,16.52615307520526,0.4242568491416418,0.7838661768736797
ID2469,2469,5,-1.0,792.0448041860845,1027.6556910110994,0.0,315174.22021484375,752,5.0,1,,22.333333333333332,19.0,0.0,80.0,2881.0,15.504199699866273,0.23487169432121757,0.5479526541418194
ID2533,2533,5,-1.0,922.970431800454,784.0345864628424,0.0,326909.4305419922,780,5.0,1,,18.37984496124031,14.0,0.0,95.0,2371.0,17.260953858369916,0.41574268463495434,0.6253848232742462
ID2471,2471,5,-1.0,805.3030955900713,1017.1595436496098,0.0,327328.5451965332,781,5.0,1,,39.72093023255814,18.0,0.0,168.0,5124.0,46.071102782849756,0.6217844710136785,0.661100571084132
ID2535,2535,5,-1.0,841.7633969510349,819.9424590153067,0.0,342416.67276000977,817,5.0,1,,12.689922480620154,11.0,0.0,59.0,1637.0,13.377802539101621,0.14348135446487786,0.23805130344657072
ID2473,2473,5,-1.0,818.561386994058,1061.9062771380652,0.0,329005.00381469727,785,5.0,1,,30.41860465116279,15.0,0.0,204.0,3924.0,38.479844089637254,0.23471351371707241,0.30054386966765106
ID2537,2537,5,-1.0,443.46222602293244,913.8553564602129,0.0,320622.71072387695,765,5.0,1,,21.294573643410853,18.0,0.0,92.0,2747.0,18.078562538255426,0.2879064562285102,0.5266258007544456
ID2475,2475,5,-1.0,817.4565293770592,1053.6198450105735,0.0,329843.2331237793,787,5.0,1,,26.73643410852713,15.0,0.0,151.0,3449.0,33.51108011255498,0.4645939717623647,0.5061758045799108
ID2539,2539,5,-1.0,408.6592110874671,906.6737819497201,0.0,342416.67276000977,817,5.0,1,,24.651162790697676,21.0,0.0,97.0,3180.0,18.629886591673195,0.46556352270637985,0.8406815045009564
ID2477,2477,5,-1.0,815.7992429515608,1074.6121397335526,0.0,329843.2331237793,787,5.0,1,,48.03875968992248,40.0,0.0,175.0,6197.0,31.273841680382226,0.467930643995294,0.9793016783921691
ID2480,2480,5,-1.0,829.0575343555475,1111.0724410945163,0.0,341578.44345092773,815,5.0,1,,18.53488372093023,15.0,0.0,92.0,2391.0,18.0593840355696,0.40095181995829937,0.5874703027047063
ID2482,2482,5,-1.0,831.2672495895453,1117.1491579880098,0.0,342416.67276000977,817,5.0,1,,15.348837209302326,15.0,0.0,62.0,1980.0,14.166780665296002,0.3291235850345055,0.5365719257863293
ID2484,2484,5,-1.0,333.52889313154213,1114.9394427540121,0.0,191954.51177978516,458,5.0,1,,26.34108527131783,22.0,0.0,99.0,3398.0,18.851598126895887,0.4893328328666715,0.9181805309654638
ID2486,2486,5,-1.0,320.27060172755534,1107.2054394350198,0.0,217520.5057067871,519,5.0,1,,20.82170542635659,17.0,0.0,100.0,2686.0,18.6946890905893,0.19062950566881667,0.3566494245985602
ID2488,2488,5,-1.0,511.963398276864,1028.2081198195988,0.0,333196.1503601074,795,5.0,1,,20.86046511627907,16.0,0.0,80.0,2691.0,19.488275395913735,0.31718576087168765,0.5155220318341553
ID2490,2490,5,-1.0,539.5848387018365,1013.2925419901136,0.0,342416.67276000977,817,5.0,1,,13.565891472868216,10.0,0.0,60.0,1750.0,14.248818460468218,0.007582903553796929,0.014330265051459708
