,Unnamed: 0,Track_ID,Source_ID,Splitting_event,Lineage,Track_Coordinate_X,Track_Coordinate_Y,Frame,EndPoint_ID,Position,Dataset,Condition,Generation,Mother_ID,Grandmother_ID,Sister_ID,Daughters_ID,Number_of_daughters_in_mitosis,Mother_Number_of_daughters_in_mitosis,Cell_Cycle_mins,Cell_Cycle_hours,N_dead_offspring,N_leaving_offspring,Laggings,Massive Missegregation,DNA bridge,Misaligned,MN,Multipolar Division,Cytokinesis Failure,Slippage,Other,Mitotic Death,any_true, ,Label,X,Y,Frame_onset,Frames_in_mitosis,Mitotic_duration_mins,Interphase_duration_mins,Interphase_duration_hrs,Mitotic_duration_hrs,Mother_Mitotic_duration_mins,Mother_arrested,Metaphase_arrested,Frame_onset_hrs,Frame_hrs,Augmin_depletion_bin,Mitotic_duration_bin,Unique_Track_ID,Unique_Source_ID,N_dead_offspring_bool
53,53,12,2892,True,2872.2883.2892,884.5766296097421,1361.8751201532657,575,[],1,Example,1_siLUC1,3,2883.0,2872.0,,['2905' '2914'],2,1.0,1379.0,22.98333333333333,0,0,False,False,False,False,False,False,False,False,False,False,False,38,tomeasure:2892:568,881.466,1372.866,567,8,56,1323.0,22.05,0.9333333333333333,49.0,030-060,030-060,66.15,67.08333333333333,"(60, 84]","(30, 60]",Example112,Example12892,False
54,54,12,2905,True,2872.2883.2892.2905,844.5255409935322,1606.324867914272,809,"['2907', '2909']",1,Example,1_siLUC1,4,2892.0,2883.0,2914.0,[],0,2.0,1638.0,27.3,0,0,False,False,False,False,False,False,False,False,True,False,True,62,tomeasure:2905:800,874.457,1564.844,799,10,70,1568.0,26.133333333333333,1.1666666666666667,56.0,030-060,060-090,93.21666666666667,94.38333333333334,nan,"(60, 90]",Example112,Example12905,False
55,55,12,2914,True,2872.2883.2892.2914,941.7530112894352,1196.4226920076808,816,[],1,Example,1_siLUC1,4,2892.0,2883.0,2905.0,[],0,2.0,1687.0,28.116666666666667,0,0,False,False,False,False,False,False,False,False,False,False,False,63,tomeasure:2914:802,944.449,1180.594,801,15,105,1582.0,26.366666666666667,1.75,56.0,030-060,090-120,93.45,95.2,nan,"(90, 120]",Example112,Example12914,False
56,56,13,2935,True,2935,669.1293942949571,703.9324092304224,238,[],1,Example,1_siLUC1,1,,,,['2948'],1,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,16,tomeasure:2935:230,672.655,698.748,229,9,63,,,1.05,,,060-090,26.716666666666665,27.766666666666666,"(12, 36]","(60, 90]",Example113,Example12935,False
57,57,13,2948,True,2935.2948,372.75133853500296,614.7151566577614,794,[],1,Example,1_siLUC1,2,2935.0,,,[],0,1.0,3892.0,64.86666666666666,0,0,False,False,False,False,False,False,False,False,True,False,True,60,tomeasure:2948:779,382.222,617.965,778,16,112,3780.0,63.0,1.8666666666666667,63.0,060-090,090-120,90.76666666666667,92.63333333333334,nan,"(90, 120]",Example113,Example12948,False
58,58,14,2967,True,2967,1247.24614238963,838.1726096957884,236,[],1,Example,1_siLUC1,1,,,,[],0,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,15,tomeasure:2967:227,1246.071,822.62,226,10,70,,,1.1666666666666667,,,060-090,26.366666666666667,27.533333333333335,"(12, 36]","(60, 90]",Example114,Example12967,False
59,59,15,2984,True,2984,708.9042685069174,996.7196777351302,160,[],1,Example,1_siLUC1,1,,,,['3001'],1,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,13,tomeasure:2984:155,700.817,985.453,154,6,42,,,0.7,,,030-060,17.966666666666665,18.666666666666668,"(12, 36]","(30, 60]",Example115,Example12984,False
60,60,15,3001,True,2984.3001,715.5334142089108,1240.8932110918863,504,['3014'],1,Example,1_siLUC1,2,2984.0,,,['3028'],1,1.0,2408.0,40.13333333333333,0,0,False,False,False,False,False,False,False,False,False,False,False,35,tomeasure:3001:497,721.548,1239.857,496,8,56,2352.0,39.2,0.9333333333333333,42.0,030-060,030-060,57.86666666666667,58.8,"(36, 60]","(30, 60]",Example115,Example13001,False
61,61,15,3028,True,2984.3001.3028,742.3262114211342,1301.9365944310755,817,[],1,Example,1_siLUC1,3,3001.0,2984.0,,[],0,1.0,2191.0,36.516666666666666,0,0,False,False,False,False,False,False,False,False,True,False,True,66,tomeasure:3028:804,727.742,1306.568,803,14,98,2093.0,34.88333333333333,1.6333333333333333,56.0,030-060,090-120,93.68333333333334,95.31666666666666,nan,"(90, 120]",Example115,Example13028,False
62,62,17,3037,True,3037,916.89371490696,814.694385334562,143,[],1,Example,1_siLUC1,1,,,,['3046' '3085'],2,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,11,tomeasure:3037:136,919.59,819.741,135,8,56,,,0.9333333333333333,,,030-060,15.75,16.683333333333334,"(12, 36]","(30, 60]",Example117,Example13037,False
63,63,17,3046,True,3037.3046,1173.2206820507042,925.7325758429512,378,[],1,Example,1_siLUC1,2,3037.0,,3085.0,['3055' '3070'],2,2.0,1645.0,27.416666666666668,0,0,False,False,False,False,False,False,False,False,False,False,False,20,tomeasure:3046:371,1174.397,936.585,370,8,56,1589.0,26.483333333333334,0.9333333333333333,56.0,030-060,030-060,43.166666666666664,44.1,"(36, 60]","(30, 60]",Example117,Example13046,False
64,64,17,3055,True,3037.3046.3055,1120.187516434757,985.3948871608916,651,[],1,Example,1_siLUC1,3,3046.0,3037.0,3070.0,[],0,2.0,1911.0,31.85,0,0,False,False,False,False,False,False,False,False,False,False,False,41,tomeasure:3055:643,1108.506,990.026,642,9,63,1848.0,30.8,1.05,56.0,030-060,060-090,74.9,75.95,"(60, 84]","(60, 90]",Example117,Example13055,False
65,65,17,3070,True,3037.3046.3070,1150.8473153064765,1199.7372648586777,669,[],1,Example,1_siLUC1,3,3046.0,3037.0,3055.0,[],0,2.0,2037.0,33.95,0,0,False,False,False,False,False,False,False,False,False,False,False,44,tomeasure:3070:660,1152.023,1217.503,659,10,70,1967.0,32.78333333333333,1.1666666666666667,56.0,030-060,060-090,76.88333333333334,78.05,"(60, 84]","(60, 90]",Example117,Example13070,False
66,66,17,3085,True,3037.3085,907.2262107582196,1264.095221048863,570,[],1,Example,1_siLUC1,2,3037.0,,3046.0,[],0,2.0,2989.0,49.81666666666667,0,0,False,False,False,False,False,False,False,False,False,False,False,37,tomeasure:3085:564,901.766,1264.718,563,7,49,2940.0,49.0,0.8166666666666667,56.0,030-060,030-060,65.68333333333334,66.5,"(60, 84]","(30, 60]",Example117,Example13085,False
67,67,0,2008,True,2008,1029.3129774365975,415.0121423852108,175,['2010'],2,Example,2_siHAUS6,1,,,,[],0,,,,0,0,False,False,False,False,False,False,True,False,False,False,True,16,tomeasure:2008:148,1001.189,417.431,147,28,196,,,3.2666666666666666,,,> 120 min,17.15,20.416666666666668,"(12, 36]","(180, 210]",Example20,Example22008,False
68,68,1,2035,True,2035,1038.1518383725888,475.7793113201501,165,['3052'],2,Example,2_siHAUS6,1,,,,[],0,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,13,tomeasure:2035:143,1038.083,489.116,142,23,161,,,2.683333333333333,,,> 120 min,16.566666666666666,19.25,"(12, 36]","(150, 180]",Example21,Example22035,False
69,69,3,2079,True,2079,725.477132761901,481.3035994051447,224,['2083'],2,Example,2_siHAUS6,1,,,,[],0,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,25,tomeasure:2079:166,756.366,503.624,165,59,413,,,6.883333333333334,,,> 120 min,19.25,26.133333333333333,"(12, 36]","(390, 420]",Example23,Example22079,False
70,70,4,2107,True,2107,777.405440760849,811.656026887815,159,[],2,Example,2_siHAUS6,1,,,,['2118' '2130'],2,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,11,tomeasure:2107:150,770.841,799.011,149,10,70,,,1.1666666666666667,,,060-090,17.383333333333333,18.55,"(12, 36]","(60, 90]",Example24,Example22107,False
71,71,4,2118,True,2107.2118,606.15251012602,913.3029276517136,421,[],2,Example,2_siHAUS6,2,2107.0,,2130.0,[],0,2.0,1834.0,30.566666666666663,0,0,False,False,False,False,False,False,False,False,False,False,False,42,tomeasure:2118:389,637.456,885.179,388,33,231,1603.0,26.716666666666665,3.85,70.0,060-090,> 120 min,45.266666666666666,49.11666666666667,"(36, 60]","(210, 240]",Example24,Example22118,False
72,72,4,2130,True,2107.2130,953.0778018636738,359.769261535266,451,[],2,Example,2_siHAUS6,2,2107.0,,2118.0,['2138' '2150'],2,2.0,2044.0,34.06666666666667,0,0,False,False,False,False,False,False,False,False,False,False,False,45,tomeasure:2130:442,953.562,344.498,441,10,70,1974.0,32.9,1.1666666666666667,70.0,060-090,060-090,51.45,52.61666666666667,"(36, 60]","(60, 90]",Example24,Example22130,False
73,73,4,2138,True,2107.2130.2138,842.5920401637841,199.56490707042585,685,[],2,Example,2_siHAUS6,3,2130.0,2107.0,2150.0,[],0,2.0,1638.0,27.3,0,0,False,False,False,False,False,False,False,False,False,False,False,73,tomeasure:2138:675,851.645,211.864,674,11,77,1561.0,26.016666666666666,1.2833333333333334,70.0,060-090,060-090,78.63333333333334,79.91666666666667,"(60, 84]","(60, 90]",Example24,Example22138,False
74,74,4,2150,True,2107.2130.2150,930.9806495236958,423.851003321202,669,[],2,Example,2_siHAUS6,3,2130.0,2107.0,2138.0,[],0,2.0,1526.0,25.433333333333334,0,0,False,False,False,False,False,False,False,False,False,False,False,71,tomeasure:2150:660,917.506,434.424,659,10,70,1456.0,24.266666666666666,1.1666666666666667,70.0,060-090,060-090,76.88333333333334,78.05,"(60, 84]","(60, 90]",Example24,Example22150,False
75,75,5,2165,True,2165,859.1649044187675,765.2520069738613,307,[],2,Example,2_siHAUS6,1,,,,[],0,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,30,tomeasure:2165:291,847.073,739.754,290,17,119,,,1.9833333333333334,,,090-120,33.833333333333336,35.81666666666667,"(12, 36]","(90, 120]",Example25,Example22165,False
76,76,6,2181,True,2181,461.4161622991645,273.590367409352,224,[],2,Example,2_siHAUS6,1,,,,['2190'],1,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,24,tomeasure:2181:208,474.615,292.297,207,17,119,,,1.9833333333333334,,,090-120,24.15,26.133333333333333,"(12, 36]","(90, 120]",Example26,Example22181,False
77,77,6,2190,True,2181.2190,527.7076193190984,10.634254563614387,720,"['2192', '2194']",2,Example,2_siHAUS6,2,2181.0,,,[],0,1.0,3472.0,57.86666666666667,0,2,False,False,False,False,False,False,False,False,False,False,False,77,tomeasure:2190:711,322.342,923.523,710,10,70,3402.0,56.7,1.1666666666666667,119.0,090-120,060-090,82.83333333333333,84.0,"(60, 84]","(60, 90]",Example26,Example22190,False
78,78,7,2204,True,2204,1072.4024244995546,895.625205779731,168,[],2,Example,2_siHAUS6,1,,,,['2212' '2225'],2,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,14,tomeasure:2204:159,1097.763,903.849,158,10,70,,,1.1666666666666667,,,060-090,18.433333333333334,19.6,"(12, 36]","(60, 90]",Example27,Example22204,False
79,79,7,2212,True,2204.2212,1128.7501629664985,896.7300633967301,537,[],2,Example,2_siHAUS6,2,2204.0,,2225.0,[],0,2.0,2583.0,43.05,0,0,False,False,False,False,False,False,False,False,False,False,False,56,tomeasure:2212:529,1144.16,891.824,528,9,63,2520.0,42.0,1.05,70.0,060-090,060-090,61.6,62.65,"(60, 84]","(60, 90]",Example27,Example22212,False
80,80,7,2225,True,2204.2225,1063.5635635635635,916.6175005027102,508,[],2,Example,2_siHAUS6,2,2204.0,,2212.0,[],0,2.0,2380.0,39.66666666666666,0,0,False,False,False,False,False,False,False,False,False,False,False,53,tomeasure:2225:501,1050.919,924.565,500,8,56,2324.0,38.733333333333334,0.9333333333333333,70.0,060-090,030-060,58.333333333333336,59.266666666666666,"(36, 60]","(30, 60]",Example27,Example22225,False
81,81,8,2244,True,2244,236.02520843138944,788.4540169308381,187,['2253'],2,Example,2_siHAUS6,1,,,,['2256'],1,,,,0,1,False,False,False,False,False,False,False,False,False,False,False,17,tomeasure:2244:177,245.032,801.515,176,11,77,,,1.2833333333333334,,,060-090,20.533333333333335,21.816666666666666,"(12, 36]","(60, 90]",Example28,Example22244,False
82,82,8,2256,True,2244.2256,574.1116392330521,725.477132761901,475,['2264'],2,Example,2_siHAUS6,2,2244.0,,,[],0,1.0,2016.0,33.6,0,1,False,False,False,False,False,False,False,False,False,False,False,46,tomeasure:2256:463,594.774,729.416,462,13,91,1925.0,32.083333333333336,1.5166666666666666,77.0,060-090,090-120,53.9,55.416666666666664,"(36, 60]","(90, 120]",Example28,Example22256,False
83,83,9,2272,True,2272,1351.9314016002756,791.7685897818347,95,"['2280', '2282']",2,Example,2_siHAUS6,1,,,,[],0,,,,0,2,False,False,False,False,False,False,False,False,False,False,False,7,tomeasure:2272:89,1355.484,778.294,88,7,49,,,0.8166666666666667,,,030-060,10.266666666666667,11.083333333333334,nan,"(30, 60]",Example29,Example22272,False
84,84,10,2287,True,2287,444.843298044181,558.6436325950674,171,[],2,Example,2_siHAUS6,1,,,,['2296' '2306'],2,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,15,tomeasure:2287:168,452.238,553.323,167,4,28,,,0.4666666666666667,,,000-030 min,19.483333333333334,19.95,"(12, 36]","(0, 30]",Example210,Example22287,False
85,85,10,2296,True,2287.2296,755.3082884208711,358.664403918267,597,['2298'],2,Example,2_siHAUS6,2,2287.0,,2306.0,[],0,2.0,2982.0,49.7,0,0,False,True,False,False,False,False,False,False,False,False,True,63,tomeasure:2296:512,770.027,324.598,511,86,602,2380.0,39.666666666666664,10.033333333333333,28.0,000-030 min,> 120 min,59.61666666666667,69.65,"(36, 60]","(600, 630]",Example210,Example22296,False
86,86,10,2306,True,2287.2306,522.1833312341038,567.4824935310586,602,"['2308', '2310']",2,Example,2_siHAUS6,2,2287.0,,2296.0,[],0,2.0,3017.0,50.28333333333333,0,0,False,False,False,False,False,False,False,False,False,True,True,65,tomeasure:2306:422,584.029,462.934,421,181,1267,1750.0,29.166666666666668,21.116666666666667,28.0,000-030 min,> 120 min,49.11666666666667,70.23333333333333,"(36, 60]",nan,Example210,Example22306,False
87,87,11,2317,True,2317,985.1186727566418,722.1625599109043,358,[],2,Example,2_siHAUS6,1,,,,[],0,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,33,tomeasure:2317:334,991.684,715.737,333,25,175,,,2.9166666666666665,,,> 120 min,38.85,41.766666666666666,"(36, 60]","(150, 180]",Example211,Example22317,False
88,88,12,2333,True,2333,503.4007517451226,606.15251012602,283,[],2,Example,2_siHAUS6,1,,,,['2340'],1,,,,0,0,False,False,False,False,False,True,False,False,False,False,True,28,tomeasure:2333:240,424.834,627.091,239,44,308,,,5.133333333333334,,,> 120 min,27.883333333333333,33.016666666666666,"(12, 36]","(300, 330]",Example212,Example22333,False
89,89,12,2340,True,2333.2340,538.7561954890873,578.5310697010476,567,"['2342', '2344']",2,Example,2_siHAUS6,2,2333.0,,,[],0,1.0,1988.0,33.13333333333333,2,0,False,False,False,True,False,False,False,False,False,False,True,61,tomeasure:2340:415,578.213,462.926,414,153,1071,917.0,15.283333333333333,17.85,308.0,> 120 min,> 120 min,48.3,66.15,"(36, 60]",nan,Example212,Example22340,True
90,90,13,2353,True,2353,859.1649044187675,800.6074507178259,359,[],2,Example,2_siHAUS6,1,,,,[],0,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,34,tomeasure:2353:349,854.536,777.459,348,11,77,,,1.2833333333333334,,,060-090,40.6,41.88333333333333,"(36, 60]","(60, 90]",Example213,Example22353,False
91,91,14,2370,True,2370,817.1803149728094,519.9736160001061,84,[],2,Example,2_siHAUS6,1,,,,['2377' '2390'],2,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,6,tomeasure:2370:76,805.226,496.549,75,9,63,,,1.05,,,060-090,8.75,9.8,nan,"(60, 90]",Example214,Example22370,False
92,92,14,2377,True,2370.2377,980.6992422886462,303.4215230683222,318,['2384'],2,Example,2_siHAUS6,2,2370.0,,2390.0,[],0,2.0,1638.0,27.3,0,1,True,False,False,False,True,False,False,False,False,False,True,31,tomeasure:2377:305,957.275,277.371,304,14,98,1540.0,25.666666666666668,1.6333333333333333,63.0,060-090,090-120,35.46666666666667,37.1,"(12, 36]","(90, 120]",Example214,Example22377,False
93,93,14,2390,True,2370.2390,721.0577022939053,442.6335828101832,323,[],2,Example,2_siHAUS6,2,2370.0,,2377.0,[],0,2.0,1673.0,27.883333333333333,0,0,False,False,False,True,False,False,False,False,False,False,True,32,tomeasure:2390:311,727.346,435.24,310,13,91,1582.0,26.366666666666667,1.5166666666666666,63.0,060-090,090-120,36.166666666666664,37.68333333333333,"(36, 60]","(90, 120]",Example214,Example22390,False
94,94,15,2407,True,2407,906.67378194972,273.590367409352,155,[],2,Example,2_siHAUS6,1,,,,['2415' '2429'],2,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,10,tomeasure:2407:149,905.085,267.836,148,7,49,,,0.8166666666666667,,,030-060,17.266666666666666,18.083333333333332,"(12, 36]","(30, 60]",Example215,Example22407,False
95,95,15,2415,True,2407.2415,1081.2412854355457,433.794721874192,430,[],2,Example,2_siHAUS6,2,2407.0,,2429.0,[],0,2.0,1925.0,32.083333333333336,0,0,False,False,False,False,False,False,False,False,False,False,False,43,tomeasure:2415:415,1079.1,409.126,414,16,112,1813.0,30.216666666666665,1.8666666666666667,49.0,030-060,090-120,48.3,50.166666666666664,"(36, 60]","(90, 120]",Example215,Example22415,False
96,96,15,2429,True,2407.2429,1065.7732787975613,325.5186754083001,396,['2437'],2,Example,2_siHAUS6,2,2407.0,,2415.0,['2440'],1,2.0,1687.0,28.116666666666667,0,1,False,False,False,False,False,False,False,False,False,False,False,40,tomeasure:2429:385,1060.038,310.525,384,12,84,1603.0,26.716666666666665,1.4,49.0,030-060,060-090,44.8,46.2,"(36, 60]","(60, 90]",Example215,Example22429,False
97,97,15,2440,True,2407.2429.2440,1408.2791400672195,450.3675861291755,765,[],2,Example,2_siHAUS6,3,2429.0,2407.0,,[],0,1.0,2583.0,43.05,0,0,False,False,False,False,False,False,False,False,False,False,False,82,tomeasure:2440:755,1407.31,444.356,754,11,77,2506.0,41.766666666666666,1.2833333333333334,84.0,060-090,060-090,87.96666666666667,89.25,nan,"(60, 90]",Example215,Example22440,False
98,98,16,2456,True,2456,704.4848380389218,721.0577022939053,4,[],2,Example,2_siHAUS6,1,,,,['2463' '2520'],2,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,1,tomeasure:2456:1,702.481,722.786,0,4,28,,,0.4666666666666667,,,000-030 min,0.0,0.4666666666666667,nan,"(0, 30]",Example216,Example22456,False
99,99,16,2463,True,2456.2463,574.1116392330521,546.4901988080795,220,[],2,Example,2_siHAUS6,2,2456.0,,2520.0,['2471' '2485'],2,2.0,1512.0,25.2,0,0,False,False,False,False,False,False,False,False,False,False,False,22,tomeasure:2463:212,574.043,526.797,211,9,63,1449.0,24.15,1.05,28.0,000-030 min,060-090,24.616666666666667,25.666666666666668,"(12, 36]","(60, 90]",Example216,Example22463,False
100,100,16,2471,True,2456.2463.2471,765.2520069738613,819.3900302068072,681,[],2,Example,2_siHAUS6,3,2463.0,2456.0,2485.0,[],0,2.0,3227.0,53.78333333333333,0,0,False,False,False,False,False,False,False,False,False,False,False,72,tomeasure:2471:670,748.046,818.907,669,12,84,3143.0,52.38333333333333,1.4,63.0,060-090,060-090,78.05,79.45,"(60, 84]","(60, 90]",Example216,Example22471,False
101,101,16,2485,True,2456.2463.2485,441.5287251931844,749.7840003358767,516,[],2,Example,2_siHAUS6,3,2463.0,2456.0,2471.0,['2494' '2507'],2,2.0,2072.0,34.53333333333333,0,0,False,False,False,False,False,False,False,False,False,False,False,55,tomeasure:2485:509,468.41,755.106,508,8,56,2016.0,33.6,0.9333333333333333,63.0,060-090,030-060,59.266666666666666,60.2,"(36, 60]","(30, 60]",Example216,Example22485,False
102,102,16,2494,True,2456.2463.2485.2494,324.4138177913012,919.9320733537068,718,[],2,Example,2_siHAUS6,4,2485.0,2463.0,2507.0,[],0,2.0,1414.0,23.566666666666663,0,0,False,False,False,False,False,False,False,False,False,False,False,76,tomeasure:2494:710,336.231,913.782,709,9,63,1351.0,22.516666666666666,1.05,56.0,030-060,060-090,82.71666666666667,83.76666666666667,"(60, 84]","(60, 90]",Example216,Example22494,False
103,103,16,2507,True,2456.2463.2485.2507,394.01984766223177,757.518003654869,744,[],2,Example,2_siHAUS6,4,2485.0,2463.0,2494.0,[],0,2.0,1596.0,26.6,0,0,False,False,False,False,False,False,False,False,False,False,False,79,tomeasure:2507:736,405.837,749.295,735,9,63,1533.0,25.55,1.05,56.0,030-060,060-090,85.75,86.8,nan,"(60, 90]",Example216,Example22507,False
104,104,16,2520,True,2456.2520,740.9451393998854,146.53174145447875,379,[],2,Example,2_siHAUS6,2,2456.0,,2463.0,['2528'],1,2.0,2625.0,43.75,0,0,False,False,False,False,False,False,False,False,False,False,False,36,tomeasure:2520:371,742.258,144.698,370,9,63,2562.0,42.7,1.05,28.0,000-030 min,060-090,43.166666666666664,44.21666666666667,"(36, 60]","(60, 90]",Example216,Example22520,False
105,105,16,2528,True,2456.2520.2528,749.7840003358767,222.76691702740263,578,[],2,Example,2_siHAUS6,3,2520.0,2456.0,,['2539'],1,1.0,1393.0,23.216666666666665,0,0,False,False,False,False,False,False,False,False,False,False,False,62,tomeasure:2528:569,762.568,203.157,568,10,70,1323.0,22.05,1.1666666666666667,63.0,060-090,060-090,66.26666666666667,67.43333333333334,"(60, 84]","(60, 90]",Example216,Example22528,False
106,106,16,2539,True,2456.2520.2528.2539,764.1471493568623,391.81013242823394,807,[],2,Example,2_siHAUS6,4,2528.0,2520.0,,[],0,1.0,1603.0,26.716666666666665,0,0,False,False,False,False,False,False,False,False,False,False,False,86,tomeasure:2539:800,772.509,389.669,799,8,56,1547.0,25.783333333333335,0.9333333333333333,70.0,060-090,030-060,93.21666666666667,94.15,nan,"(30, 60]",Example216,Example22539,False
107,107,20,2600,True,2600,1076.8218549675505,705.5896956559208,46,[],2,Example,2_siHAUS6,1,,,,['2621' '2629'],2,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,5,tomeasure:2600:38,1077.859,729.845,37,9,63,,,1.05,,,060-090,4.316666666666666,5.366666666666666,nan,"(60, 90]",Example220,Example22600,False
108,108,20,2621,True,2600.2621,1132.0647358174951,535.4416226380906,494,[],2,Example,2_siHAUS6,2,2600.0,,2629.0,[],0,2.0,3136.0,52.266666666666666,0,0,False,True,False,False,False,False,False,False,False,False,True,49,tomeasure:2621:457,1116.794,536.34,456,38,266,2870.0,47.833333333333336,4.433333333333334,63.0,060-090,> 120 min,53.2,57.63333333333333,"(36, 60]","(240, 270]",Example220,Example22621,False
109,109,20,2629,True,2600.2629,1038.1518383725888,722.1625599109043,195,[],2,Example,2_siHAUS6,2,2600.0,,2621.0,['2659'],1,2.0,1043.0,17.383333333333333,0,0,False,False,False,False,False,False,False,False,False,False,False,18,tomeasure:2629:184,1024.401,673.447,183,12,84,959.0,15.983333333333333,1.4,63.0,060-090,060-090,21.35,22.75,"(12, 36]","(60, 90]",Example220,Example22629,False
110,110,20,2659,True,2600.2629.2659,1526.4989050861016,637.0885234019892,565,[],2,Example,2_siHAUS6,3,2629.0,2600.0,,[],0,1.0,2590.0,43.16666666666666,0,0,False,False,False,False,False,False,False,False,False,False,False,60,tomeasure:2659:550,1513.864,641.995,549,16,112,2478.0,41.3,1.8666666666666667,84.0,060-090,090-120,64.05,65.91666666666667,"(60, 84]","(90, 120]",Example220,Example22659,False
111,111,25,2679,True,2679,883.4717719927434,355.3498310672703,30,[],2,Example,2_siHAUS6,1,,,,['2687' '2696'],2,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,3,tomeasure:2679:23,859.909,319.625,22,8,56,,,0.9333333333333333,,,030-060,2.566666666666667,3.5,nan,"(30, 60]",Example225,Example22679,False
112,112,25,2687,True,2679.2687,858.0600468017686,426.0607185551997,236,[],2,Example,2_siHAUS6,2,2679.0,,2696.0,['2724' '2732'],2,2.0,1442.0,24.03333333333333,0,0,False,False,False,False,False,False,False,False,False,False,False,26,tomeasure:2687:228,859.926,448.104,227,9,63,1379.0,22.983333333333334,1.05,56.0,030-060,060-090,26.483333333333334,27.533333333333335,"(12, 36]","(60, 90]",Example225,Example22687,False
113,113,25,2696,True,2679.2696,1207.19505377342,536.5464802550895,395,['2782'],2,Example,2_siHAUS6,2,2679.0,,2687.0,['2706'],1,2.0,2555.0,42.583333333333336,0,1,False,False,False,False,False,False,False,False,False,False,False,39,tomeasure:2696:379,1190.128,545.461,378,17,119,2436.0,40.6,1.9833333333333334,56.0,030-060,090-120,44.1,46.083333333333336,"(36, 60]","(90, 120]",Example225,Example22696,False
114,114,25,2706,True,2679.2696.2706,1164.105606710463,391.81013242823394,725,[],2,Example,2_siHAUS6,3,2696.0,2679.0,,[],0,1.0,2310.0,38.5,0,0,False,False,False,False,False,False,False,False,False,False,False,78,tomeasure:2706:714,1159.891,383.45,713,12,84,2226.0,37.1,1.4,119.0,090-120,060-090,83.18333333333334,84.58333333333333,"(60, 84]","(60, 90]",Example225,Example22706,False
115,115,25,2724,True,2679.2687.2724,1124.3307324985028,323.30896017430234,509,[],2,Example,2_siHAUS6,3,2687.0,2679.0,2732.0,['2759'],1,2.0,1911.0,31.85,0,0,False,False,False,True,False,False,False,False,False,False,True,54,tomeasure:2724:494,1093.167,319.232,493,16,112,1799.0,29.983333333333334,1.8666666666666667,63.0,060-090,090-120,57.516666666666666,59.38333333333333,"(36, 60]","(90, 120]",Example225,Example22724,False
116,116,25,2732,True,2679.2687.2732,558.6436325950674,321.0992449403045,498,[],2,Example,2_siHAUS6,3,2687.0,2679.0,2724.0,['2741'],1,2.0,1834.0,30.566666666666663,0,0,False,False,False,False,False,False,False,False,False,False,False,50,tomeasure:2732:484,546.275,315.088,483,15,105,1729.0,28.816666666666666,1.75,63.0,060-090,090-120,56.35,58.1,"(36, 60]","(90, 120]",Example225,Example22732,False
117,117,25,2741,True,2679.2687.2732.2741,631.5642353169947,102.33743677452286,754,[],2,Example,2_siHAUS6,4,2732.0,2687.0,,[],0,1.0,1792.0,29.866666666666667,0,0,False,False,False,False,False,False,False,False,False,False,False,80,tomeasure:2741:738,620.439,114.017,737,17,119,1673.0,27.883333333333333,1.9833333333333334,105.0,090-120,090-120,85.98333333333333,87.96666666666667,nan,"(90, 120]",Example225,Example22741,False
118,118,25,2759,True,2679.2687.2724.2759,858.0600468017686,243.75921175038167,767,[],2,Example,2_siHAUS6,4,2724.0,2687.0,,[],0,1.0,1806.0,30.1,0,0,False,False,False,False,False,False,False,False,False,False,False,83,tomeasure:2759:754,868.633,246.691,753,14,98,1708.0,28.466666666666665,1.6333333333333333,112.0,090-120,090-120,87.85,89.48333333333333,nan,"(90, 120]",Example225,Example22759,False
119,119,27,3066,True,3066,807.0864707283492,704.9179253567303,107,[],2,Example,2_siHAUS6,1,,,,['3074' '3103'],2,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,8,tomeasure:3066:99,797.356,709.944,98,9,63,,,1.05,,,060-090,11.433333333333334,12.483333333333333,nan,"(60, 90]",Example227,Example23066,False
120,120,27,3074,True,3066.3074,911.7169087595254,723.3821203034083,537,[],2,Example,2_siHAUS6,2,3066.0,,3103.0,['3082' '3095'],2,2.0,3010.0,50.16666666666666,0,0,False,False,False,False,False,False,False,False,False,False,False,57,tomeasure:3074:530,926.226,728.174,529,8,56,2954.0,49.233333333333334,0.9333333333333333,63.0,060-090,030-060,61.71666666666667,62.65,"(60, 84]","(30, 60]",Example227,Example23074,False
