,ID,Track_ID,Track_Coordinate_X,Track_Coordinate_Y,Frame,EndPoint_ID,Downstream_IDs
0,2418,4,876.2901974822504,1604.1151526802742,800.0,2418,"['2418', '2416', '2405', '2412', '2414', '2409']"
1,2907,12,845.630398610531,1607.9821543397702,810.0,2907,"['2905', '2907']"
2,2909,12,829.609963164047,1608.5345831482693,810.0,2909,"['2909', '2905']"
3,3014,15,911.3694268219655,1595.2762917442826,714.0,3014,"['3001', '3012', '3010', '3014', '3005', '3008']"
