,Track_ID,Source_ID,Splitting_event,Lineage,Track_Coordinate_X,Track_Coordinate_Y,Frame,EndPoint_ID,Position,Dataset,Condition,Generation,Mother_ID,Grandmother_ID,Sister_ID,Daughters_ID,Number_of_daughters_in_mitosis,Mother_Number_of_daughters_in_mitosis,Cell_Cycle_mins,Cell_Cycle_hours
16,9,2272,True,2272,1351.9314016002756,791.7685897818347,94.0,"['2280', '2282']",2,Example,siHAUS6,1,,,,[],0,,,
17,10,2287,True,2287,444.84329804418104,558.6436325950674,170.0,[],2,Example,siHAUS6,1,,,,['2296' '2306'],2,,,
18,10,2296,True,2287.2296,755.3082884208711,358.664403918267,596.0,['2298'],2,Example,siHAUS6,2,2287,,2306,[],0,2.0,2982.0,49.7
19,10,2306,True,2287.2306,522.1833312341038,567.4824935310586,601.0,"['2308', '2310']",2,Example,siHAUS6,2,2287,,2296,[],0,2.0,3017.0,50.28333333333333
20,11,2317,True,2317,985.1186727566418,722.1625599109043,357.0,[],2,Example,siHAUS6,1,,,,[],0,,,
21,12,2333,True,2333,503.4007517451226,606.15251012602,282.0,[],2,Example,siHAUS6,1,,,,['2340'],1,,,
22,12,2340,True,2333.2340,538.7561954890873,578.5310697010476,566.0,"['2342', '2344']",2,Example,siHAUS6,2,2333,,,[],0,1.0,1988.0,33.13333333333333
23,13,2353,True,2353,859.1649044187675,800.6074507178259,358.0,[],2,Example,siHAUS6,1,,,,[],0,,,
24,14,2370,True,2370,817.1803149728094,519.9736160001061,83.0,[],2,Example,siHAUS6,1,,,,['2377' '2390'],2,,,
25,14,2377,True,2370.2377,980.6992422886462,303.4215230683222,317.0,['2384'],2,Example,siHAUS6,2,2370,,2390,[],0,2.0,1638.0,27.3
26,14,2390,True,2370.2390,721.0577022939053,442.6335828101832,322.0,[],2,Example,siHAUS6,2,2370,,2377,[],0,2.0,1673.0,27.883333333333333
27,15,2407,True,2407,906.6737819497201,273.590367409352,154.0,[],2,Example,siHAUS6,1,,,,['2415' '2429'],2,,,
28,15,2415,True,2407.2415,1081.2412854355457,433.794721874192,429.0,[],2,Example,siHAUS6,2,2407,,2429,[],0,2.0,1925.0,32.083333333333336
29,15,2429,True,2407.2429,1065.7732787975613,325.5186754083001,395.0,['2437'],2,Example,siHAUS6,2,2407,,2415,['2440'],1,2.0,1687.0,28.116666666666667
30,15,2440,True,2407.2429.2440,1408.2791400672195,450.3675861291755,764.0,[],2,Example,siHAUS6,3,2429,2407,,[],0,1.0,2583.0,43.05
31,16,2456,True,2456,704.4848380389218,721.0577022939053,3.0,[],2,Example,siHAUS6,1,,,,['2463' '2520'],2,,,
32,16,2463,True,2456.2463,574.1116392330521,546.4901988080795,219.0,[],2,Example,siHAUS6,2,2456,,2520,['2471' '2485'],2,2.0,1512.0,25.2
33,16,2471,True,2456.2463.2471,765.2520069738613,819.3900302068072,680.0,[],2,Example,siHAUS6,3,2463,2456,2485,[],0,2.0,3227.0,53.78333333333333
34,16,2485,True,2456.2463.2485,441.52872519318436,749.7840003358767,515.0,[],2,Example,siHAUS6,3,2463,2456,2471,['2494' '2507'],2,2.0,2072.0,34.53333333333333
35,16,2494,True,2456.2463.2485.2494,324.4138177913012,919.9320733537069,717.0,[],2,Example,siHAUS6,4,2485,2463,2507,[],0,2.0,1414.0,23.566666666666666
36,16,2507,True,2456.2463.2485.2507,394.01984766223177,757.518003654869,743.0,[],2,Example,siHAUS6,4,2485,2463,2494,[],0,2.0,1596.0,26.6
37,16,2520,True,2456.2520,740.9451393998854,146.53174145447875,378.0,[],2,Example,siHAUS6,2,2456,,2463,['2528'],1,2.0,2625.0,43.75
38,16,2528,True,2456.2520.2528,749.7840003358767,222.76691702740266,577.0,[],2,Example,siHAUS6,3,2520,2456,,['2539'],1,1.0,1393.0,23.216666666666665
39,16,2539,True,2456.2520.2528.2539,764.1471493568623,391.81013242823394,806.0,[],2,Example,siHAUS6,4,2528,2520,,[],0,1.0,1603.0,26.716666666666665
40,20,2600,True,2600,1076.8218549675503,705.5896956559208,45.0,[],2,Example,siHAUS6,1,,,,['2621' '2629'],2,,,
41,20,2621,True,2600.2621,1132.0647358174951,535.4416226380906,493.0,[],2,Example,siHAUS6,2,2600,,2629,[],0,2.0,3136.0,52.266666666666666
42,20,2629,True,2600.2629,1038.1518383725888,722.1625599109043,194.0,[],2,Example,siHAUS6,2,2600,,2621,['2659'],1,2.0,1043.0,17.383333333333333
43,20,2659,True,2600.2629.2659,1526.4989050861016,637.0885234019892,564.0,[],2,Example,siHAUS6,3,2629,2600,,[],0,1.0,2590.0,43.166666666666664
44,25,2679,True,2679,883.4717719927434,355.3498310672703,29.0,[],2,Example,siHAUS6,1,,,,['2687' '2696'],2,,,
45,25,2687,True,2679.2687,858.0600468017686,426.06071855519974,235.0,[],2,Example,siHAUS6,2,2679,,2696,['2724' '2732'],2,2.0,1442.0,24.033333333333335
46,25,2696,True,2679.2696,1207.19505377342,536.5464802550895,394.0,['2782'],2,Example,siHAUS6,2,2679,,2687,['2706'],1,2.0,2555.0,42.583333333333336
47,25,2706,True,2679.2696.2706,1164.105606710463,391.81013242823394,724.0,[],2,Example,siHAUS6,3,2696,2679,,[],0,1.0,2310.0,38.5
48,25,2724,True,2679.2687.2724,1124.3307324985028,323.30896017430234,508.0,[],2,Example,siHAUS6,3,2687,2679,2732,['2759'],1,2.0,1911.0,31.85
49,25,2732,True,2679.2687.2732,558.6436325950674,321.0992449403045,497.0,[],2,Example,siHAUS6,3,2687,2679,2724,['2741'],1,2.0,1834.0,30.566666666666666
50,25,2741,True,2679.2687.2732.2741,631.5642353169947,102.33743677452286,753.0,[],2,Example,siHAUS6,4,2732,2687,,[],0,1.0,1792.0,29.866666666666667
51,25,2759,True,2679.2687.2724.2759,858.0600468017686,243.75921175038172,766.0,[],2,Example,siHAUS6,4,2724,2687,,[],0,1.0,1806.0,30.1
52,27,3066,True,3066,807.0864707283492,704.9179253567303,106.0,[],2,Example,siHAUS6,1,,,,['3074' '3103'],2,,,
53,27,3074,True,3066.3074,911.7169087595254,723.3821203034083,536.0,[],2,Example,siHAUS6,2,3066,,3103,['3082' '3095'],2,2.0,3010.0,50.166666666666664
54,27,3082,True,3066.3074.3082,930.1811037062035,916.6406940786396,802.0,[],2,Example,siHAUS6,3,3074,3066,3095,[],0,2.0,1862.0,31.033333333333335
55,27,3095,True,3066.3074.3095,926.8374334599499,613.8865134450124,626.0,"['3097', '3099']",2,Example,siHAUS6,3,3074,3066,3082,[],0,2.0,630.0,10.5
56,27,3103,True,3066.3103,702.5513372091739,442.6335828101832,598.0,[],2,Example,siHAUS6,2,3066,,3074,[],0,2.0,3444.0,57.4
57,28,3119,True,3119,879.3285559289973,643.7176691039825,162.0,[],2,Example,siHAUS6,1,,,,['3126'],1,,,
58,28,3126,True,3119.3126,626.31616163625,1112.177298711515,403.0,[],2,Example,siHAUS6,2,3119,,,['3134'],1,1.0,1687.0,28.116666666666667
59,28,3134,True,3119.3126.3134,1032.9037646918441,847.0114706317796,624.0,[],2,Example,siHAUS6,3,3126,3119,,[],0,1.0,1547.0,25.783333333333335
60,30,3153,True,3153,1220.7295595816568,823.8094606748027,151.0,[],2,Example,siHAUS6,1,,,,['3161' '3180'],2,,,
61,30,3161,True,3153.3161,1271.553009963606,777.405440760849,475.0,[],2,Example,siHAUS6,2,3153,,3180,['3169'],1,2.0,2268.0,37.8
62,30,3169,True,3153.3161.3169,1395.2970630674824,732.1062784638943,816.0,[],2,Example,siHAUS6,3,3161,3153,,[],0,1.0,2387.0,39.78333333333333
63,30,3180,True,3153.3180,1125.7118045197515,725.477132761901,501.0,[],2,Example,siHAUS6,2,3153,,3161,['3190'],1,2.0,2450.0,40.833333333333336
64,30,3190,True,3153.3180.3190,961.088019586916,529.9173345530961,756.0,[],2,Example,siHAUS6,3,3180,3153,,[],0,1.0,1785.0,29.75
65,31,3207,True,3207,721.3339166981551,725.477132761901,211.0,[],2,Example,siHAUS6,1,,,,['3215' '3228'],2,,,
66,31,3215,True,3207.3215,710.2853405281661,641.5079538699847,383.0,[],2,Example,siHAUS6,2,3207,,3228,[],0,2.0,1204.0,20.066666666666666
67,31,3228,True,3207.3228,750.0602147401264,694.5411194859317,435.0,[],2,Example,siHAUS6,2,3207,,3215,['3235'],1,2.0,1568.0,26.133333333333333
68,31,3235,True,3207.3228.3235,666.0910358482103,805.0268811858215,705.0,[],2,Example,siHAUS6,3,3228,3207,,[],0,1.0,1890.0,31.5
69,32,3252,True,3252,753.3747875911231,964.1263780336627,36.0,[],2,Example,siHAUS6,1,,,,['3259' '3289'],2,,,
70,32,3259,True,3252.3259,800.8836651220756,845.9066130147808,252.0,[],2,Example,siHAUS6,2,3252,,3289,['3266' '3279'],2,2.0,1512.0,25.2
71,32,3266,True,3252.3259.3266,595.3801483602808,479.0938841711468,499.0,[],2,Example,siHAUS6,3,3259,3252,3279,[],0,2.0,1729.0,28.816666666666666
72,32,3279,True,3252.3259.3279,697.0270491241793,812.7608845048138,634.0,['3281'],2,Example,siHAUS6,3,3259,3252,3266,[],0,2.0,2674.0,44.56666666666667
73,32,3289,True,3252.3289,425.2320753424506,940.9243680766859,301.0,['3304'],2,Example,siHAUS6,2,3252,,3259,['3296'],1,2.0,1855.0,30.916666666666668
74,32,3296,True,3252.3289.3296,698.1319067411782,731.0014208468954,801.0,"['3298', '3300']",2,Example,siHAUS6,3,3289,3252,,[],0,1.0,3500.0,58.333333333333336
75,33,3309,True,3309,864.9654069080118,619.4108015300068,24.0,[],2,Example,siHAUS6,1,,,,['3318' '3345'],2,,,
76,33,3318,True,3309.3318,818.561386994058,918.8272157367079,196.0,[],2,Example,siHAUS6,2,3309,,3345,['3324' '3336'],2,2.0,1204.0,20.066666666666666
77,33,3324,True,3309.3318.3324,773.2622246971032,1092.289861605535,483.0,[],2,Example,siHAUS6,3,3318,3309,3336,[],0,2.0,2009.0,33.483333333333334
78,33,3336,True,3309.3318.3336,495.94296283038,1144.218169604483,545.0,"['3338', '3340']",2,Example,siHAUS6,3,3318,3309,3324,[],0,2.0,2443.0,40.71666666666667
79,33,3345,True,3309.3345,1016.3309004368606,588.4747882540377,223.0,['3352'],2,Example,siHAUS6,2,3309,,3318,['3354'],1,2.0,1393.0,23.216666666666665
80,33,3354,True,3309.3345.3354,998.6531785648782,458.10158944816783,538.0,[],2,Example,siHAUS6,3,3345,3309,,[],0,1.0,2205.0,36.75
81,34,3369,True,3369,1080.4126422227966,679.0731128479473,205.0,[],2,Example,siHAUS6,1,,,,['3377' '3397'],2,,,
82,34,3377,True,3369.3377,1022.9600461388541,729.8965632298965,374.0,[],2,Example,siHAUS6,2,3369,,3397,['3384'],1,2.0,1183.0,19.716666666666665
83,34,3384,True,3369.3377.3384,1250.560715240627,847.0114706317796,654.0,[],2,Example,siHAUS6,3,3377,3369,,[],0,1.0,1960.0,32.666666666666664
84,34,3397,True,3369.3397,1145.5992416257316,676.8633976139495,379.0,[],2,Example,siHAUS6,2,3369,,3377,['3404' '3418'],2,2.0,1218.0,20.3
85,34,3404,True,3369.3397.3404,1535.6139804263423,654.7662452739714,714.0,[],2,Example,siHAUS6,3,3397,3369,3418,[],0,2.0,2345.0,39.083333333333336
86,34,3418,True,3369.3397.3418,1369.885337876508,523.2881888511027,627.0,[],2,Example,siHAUS6,3,3397,3369,3404,[],0,2.0,1736.0,28.933333333333334
